Protein	Family,,Description
P96692	N/A,,N/A
P96701	PIRSF028363,,transcriptional regulator, YcdC type
P96716	N/A,,N/A
P96718	PIRSF000124,,UDP-glucose/GDP-mannose dehydrogenase;;PIRSF500134,,UDP-glucose 6-dehydrogenase, bacterial type [Parent=PIRSF000124]
P96722	N/A,,N/A
P96805	N/A,,N/A
P96812	N/A,,N/A
P96824	PIRSF036492,,aldehyde dehydrogenase
P96868	PIRSF000403,,modification methylase (adenine-specific), M.HincII type
P96872	N/A,,N/A
P96874	N/A,,N/A
P96876	N/A,,N/A
P96877	N/A,,N/A
P96878	N/A,,N/A
P96890	PIRSF001591,,acetyl/propionyl/3-methylcrotonyl-CoA carboxylase, alpha subunit
P96923	N/A,,N/A
P97152	N/A,,N/A
P99175	PIRSF002812,,lac repressor
P9WF13	N/A,,N/A
P9WF14	N/A,,N/A
P9WF15	N/A,,N/A
P9WF19	N/A,,N/A
P9WF23	N/A,,N/A
P9WF27	N/A,,N/A
P9WF29	N/A,,N/A
P9WF45	N/A,,N/A
P9WFB1	N/A,,N/A
P9WFC9	N/A,,N/A
P9WFD3	N/A,,N/A
P9WFD7	N/A,,N/A
P9WFD9	N/A,,N/A
P9WFG2	N/A,,N/A
P9WFG3	N/A,,N/A
P9WFG9	N/A,,N/A
P9WFH5	N/A,,N/A
P9WFH7	N/A,,N/A
P9WFI4	N/A,,N/A
P9WFI5	N/A,,N/A
P9WFK0	N/A,,N/A
P9WFK9	N/A,,N/A
P9WFL3	N/A,,N/A
P9WFM7	N/A,,N/A
P9WFN1	N/A,,N/A
P9WFQ0	N/A,,N/A
P9WFQ1	N/A,,N/A
P9WFR1	N/A,,N/A
P9WFS2	N/A,,N/A
P9WFS3	N/A,,N/A
P9WFW9	N/A,,N/A
P9WFX5	N/A,,N/A
P9WFX7	N/A,,N/A
P9WFZ1	N/A,,N/A
P9WFZ7	N/A,,N/A
P9WG05	N/A,,N/A
P9WG17	N/A,,N/A
P9WG33	N/A,,N/A
P9WG38	N/A,,N/A
P9WG39	N/A,,N/A
P9WG45	N/A,,N/A
P9WG47	N/A,,N/A
P9WG48	N/A,,N/A
P9WG49	N/A,,N/A
P9WG74	N/A,,N/A
P9WG75	N/A,,N/A
P9WG86	N/A,,N/A
P9WG87	N/A,,N/A
P9WGA0	N/A,,N/A
P9WGA1	N/A,,N/A
P9WGC3	N/A,,N/A
P9WGC7	N/A,,N/A
P9WGD5	N/A,,N/A
P9WGD8	N/A,,N/A
P9WGD9	N/A,,N/A
P9WGE1	N/A,,N/A
P9WGE7	N/A,,N/A
P9WGF2	N/A,,N/A
P9WGF3	N/A,,N/A
P9WGF9	N/A,,N/A
P9WGG5	N/A,,N/A
P9WGH8	N/A,,N/A
P9WGH9	N/A,,N/A
P9WGI1	N/A,,N/A
P9WGJ3	N/A,,N/A
P9WGJ4	N/A,,N/A
P9WGJ5	N/A,,N/A
P9WGK1	N/A,,N/A
P9WGK3	N/A,,N/A
P9WGK4	N/A,,N/A
P9WGK5	N/A,,N/A
P9WGK8	N/A,,N/A
P9WGK9	N/A,,N/A
P9WGL3	N/A,,N/A
P9WGL5	N/A,,N/A
P9WGL7	N/A,,N/A
P9WGL9	N/A,,N/A
P9WGM0	N/A,,N/A
P9WGM1	N/A,,N/A
P9WGM3	N/A,,N/A
P9WGM5	N/A,,N/A
P9WGM7	N/A,,N/A
P9WGM9	N/A,,N/A
P9WGN1	N/A,,N/A
P9WGN7	N/A,,N/A
P9WGN8	N/A,,N/A
P9WGN9	N/A,,N/A
P9WGP5	N/A,,N/A
P9WGQ1	N/A,,N/A
P9WGR0	N/A,,N/A
P9WGR1	N/A,,N/A
P9WGR9	N/A,,N/A
P9WGS1	N/A,,N/A
P9WGT2	N/A,,N/A
P9WGT3	N/A,,N/A
P9WGT9	N/A,,N/A
P9WGV2	N/A,,N/A
P9WGV3	N/A,,N/A
P9WGY8	N/A,,N/A
P9WGY9	N/A,,N/A
P9WGZ1	N/A,,N/A
P9WH05	N/A,,N/A
P9WH07	N/A,,N/A
P9WH34	N/A,,N/A
P9WH35	N/A,,N/A
P9WH37	N/A,,N/A
P9WH41	N/A,,N/A
P9WH42	N/A,,N/A
P9WH43	N/A,,N/A
P9WH45	N/A,,N/A
P9WH48	N/A,,N/A
P9WH49	N/A,,N/A
P9WH51	N/A,,N/A
P9WH53	N/A,,N/A
P9WH82	N/A,,N/A
P9WH83	N/A,,N/A
P9WH87	N/A,,N/A
P9WHA1	N/A,,N/A
P9WHA7	N/A,,N/A
P9WHB3	N/A,,N/A
P9WHB7	N/A,,N/A
P9WHC1	N/A,,N/A
P9WHC7	N/A,,N/A
P9WHD1	N/A,,N/A
P9WHD2	N/A,,N/A
P9WHD3	N/A,,N/A
P9WHE0	N/A,,N/A
P9WHE1	N/A,,N/A
P9WHF3	N/A,,N/A
P9WHG1	N/A,,N/A
P9WHG9	N/A,,N/A
P9WHI9	N/A,,N/A
P9WHJ5	N/A,,N/A
P9WHK5	N/A,,N/A
P9WHK7	N/A,,N/A
P9WHM1	N/A,,N/A
P9WHN5	N/A,,N/A
P9WHP5	N/A,,N/A
P9WHQ1	N/A,,N/A
P9WHR1	N/A,,N/A
P9WHS1	N/A,,N/A
P9WHT2	N/A,,N/A
P9WHT3	N/A,,N/A
P9WHU1	N/A,,N/A
P9WHU7	N/A,,N/A
P9WHV0	N/A,,N/A
P9WHV1	N/A,,N/A
P9WHV7	N/A,,N/A
P9WHW3	N/A,,N/A
P9WHW5	N/A,,N/A
P9WI27	N/A,,N/A
P9WI41	N/A,,N/A
P9WI47	N/A,,N/A
P9WI48	N/A,,N/A
P9WI49	N/A,,N/A
P9WI55	N/A,,N/A
P9WI62	N/A,,N/A
P9WI63	N/A,,N/A
P9WI64	N/A,,N/A
P9WI65	N/A,,N/A
P9WI66	N/A,,N/A
P9WI67	N/A,,N/A
P9WI69	N/A,,N/A
P9WI70	N/A,,N/A
P9WI71	N/A,,N/A
P9WI72	N/A,,N/A
P9WI73	N/A,,N/A
P9WI74	N/A,,N/A
P9WI75	N/A,,N/A
P9WI76	N/A,,N/A
P9WI77	N/A,,N/A
P9WI78	N/A,,N/A
P9WI79	N/A,,N/A
P9WI80	N/A,,N/A
P9WI81	N/A,,N/A
P9WI82	N/A,,N/A
P9WI83	N/A,,N/A
P9WIA1	N/A,,N/A
P9WIC5	N/A,,N/A
P9WIC7	N/A,,N/A
P9WID5	N/A,,N/A
P9WIE3	N/A,,N/A
P9WIE5	N/A,,N/A
P9WIF8	N/A,,N/A
P9WIF9	N/A,,N/A
P9WIG1	N/A,,N/A
P9WIG4	N/A,,N/A
P9WIG5	N/A,,N/A
P9WIH2	N/A,,N/A
P9WIH3	N/A,,N/A
P9WII8	N/A,,N/A
P9WII9	N/A,,N/A
P9WIJ9	N/A,,N/A
P9WIM7	N/A,,N/A
P9WIM9	N/A,,N/A
P9WIN1	N/A,,N/A
P9WIP3	N/A,,N/A
P9WIP7	N/A,,N/A
P9WIP9	N/A,,N/A
P9WIR7	N/A,,N/A
P9WIS5	N/A,,N/A
P9WIT2	N/A,,N/A
P9WIT3	N/A,,N/A
P9WIT5	N/A,,N/A
P9WIU9	N/A,,N/A
P9WIW3	N/A,,N/A
P9WIW7	N/A,,N/A
P9WIX7	N/A,,N/A
P9WIZ7	N/A,,N/A
P9WIZ9	N/A,,N/A
P9WJ07	N/A,,N/A
P9WJ09	N/A,,N/A
P9WJ41	N/A,,N/A
P9WJ68	N/A,,N/A
P9WJ69	N/A,,N/A
P9WJ85	N/A,,N/A
P9WJ94	N/A,,N/A
P9WJ95	N/A,,N/A
P9WJ96	N/A,,N/A
P9WJ97	N/A,,N/A
P9WJA3	N/A,,N/A
P9WJA8	N/A,,N/A
P9WJA9	N/A,,N/A
P9WJB5	N/A,,N/A
P9WJB7	N/A,,N/A
P9WJB9	N/A,,N/A
P9WJC3	N/A,,N/A
P9WJC4	N/A,,N/A
P9WJC5	N/A,,N/A
P9WJD9	N/A,,N/A
P9WJG3	N/A,,N/A
P9WJG5	N/A,,N/A
P9WJH6	N/A,,N/A
P9WJH7	N/A,,N/A
P9WJK2	N/A,,N/A
P9WJK3	N/A,,N/A
P9WJL7	N/A,,N/A
P9WJM3	N/A,,N/A
P9WJP1	N/A,,N/A
P9WJQ7	N/A,,N/A
P9WJQ9	N/A,,N/A
P9WJR9	N/A,,N/A
P9WJT0	N/A,,N/A
P9WJT1	N/A,,N/A
P9WJT8	N/A,,N/A
P9WJT9	N/A,,N/A
P9WJU0	N/A,,N/A
P9WJU1	N/A,,N/A
P9WJV4	N/A,,N/A
P9WJV5	N/A,,N/A
P9WJX5	N/A,,N/A
P9WJY9	N/A,,N/A
P9WK07	N/A,,N/A
P9WK13	N/A,,N/A
P9WK17	N/A,,N/A
P9WK24	N/A,,N/A
P9WK25	N/A,,N/A
P9WK46	N/A,,N/A
P9WK47	N/A,,N/A
P9WK55	N/A,,N/A
P9WK87	N/A,,N/A
P9WK89	N/A,,N/A
P9WK93	N/A,,N/A
P9WK95	N/A,,N/A
P9WK99	N/A,,N/A
P9WKA4	N/A,,N/A
P9WKA5	N/A,,N/A
P9WKD0	N/A,,N/A
P9WKD1	N/A,,N/A
P9WKD3	N/A,,N/A
P9WKD9	N/A,,N/A
P9WKE5	N/A,,N/A
P9WKE8	N/A,,N/A
P9WKE9	N/A,,N/A
P9WKF4	N/A,,N/A
P9WKF5	N/A,,N/A
P9WKG3	N/A,,N/A
P9WKH1	N/A,,N/A
P9WKH5	N/A,,N/A
P9WKI3	N/A,,N/A
P9WKK3	N/A,,N/A
P9WKL9	N/A,,N/A
P9WKM1	N/A,,N/A
P9WKP5	N/A,,N/A
P9WKQ4	N/A,,N/A
P9WKQ5	N/A,,N/A
P9WKR5	N/A,,N/A
P9WKS5	N/A,,N/A
P9WKT1	N/A,,N/A
P9WKT7	N/A,,N/A
P9WKU2	N/A,,N/A
P9WKU3	N/A,,N/A
P9WKV6	N/A,,N/A
P9WKV7	N/A,,N/A
P9WKV9	N/A,,N/A
P9WKW5	N/A,,N/A
P9WKX3	N/A,,N/A
P9WKZ5	N/A,,N/A
P9WL07	N/A,,N/A
P9WL15	N/A,,N/A
P9WL20	N/A,,N/A
P9WL21	N/A,,N/A
P9WL61	N/A,,N/A
P9WL91	N/A,,N/A
P9WLH5	N/A,,N/A
P9WLI1	N/A,,N/A
P9WLI5	N/A,,N/A
P9WLI8	N/A,,N/A
P9WLI9	N/A,,N/A
P9WLK1	N/A,,N/A
P9WLK3	N/A,,N/A
P9WLK5	N/A,,N/A
P9WLM1	N/A,,N/A
P9WLM3	N/A,,N/A
P9WLN6	N/A,,N/A
P9WLN7	N/A,,N/A
P9WLP5	N/A,,N/A
P9WLQ2	N/A,,N/A
P9WLQ3	N/A,,N/A
P9WLT1	N/A,,N/A
P9WLT5	N/A,,N/A
P9WLW5	N/A,,N/A
P9WLZ6	N/A,,N/A
P9WLZ7	N/A,,N/A
P9WM02	N/A,,N/A
P9WM03	N/A,,N/A
P9WM21	N/A,,N/A
P9WM25	N/A,,N/A
P9WM30	N/A,,N/A
P9WM31	N/A,,N/A
P9WM43	N/A,,N/A
P9WM59	N/A,,N/A
P9WM83	N/A,,N/A
P9WMA6	N/A,,N/A
P9WMA7	N/A,,N/A
P9WMB5	N/A,,N/A
P9WMC1	N/A,,N/A
P9WME1	N/A,,N/A
P9WME3	N/A,,N/A
P9WME7	N/A,,N/A
P9WMF9	N/A,,N/A
P9WMH1	N/A,,N/A
P9WMH3	N/A,,N/A
P9WMH9	N/A,,N/A
P9WMI9	N/A,,N/A
P9WMJ7	N/A,,N/A
P9WMJ9	N/A,,N/A
P9WMK0	N/A,,N/A
P9WMK1	N/A,,N/A
P9WMK7	N/A,,N/A
P9WML1	N/A,,N/A
P9WML8	N/A,,N/A
P9WML9	N/A,,N/A
P9WMM3	N/A,,N/A
P9WMN4	N/A,,N/A
P9WMN5	N/A,,N/A
P9WMN9	N/A,,N/A
P9WMQ1	N/A,,N/A
P9WMQ6	N/A,,N/A
P9WMQ7	N/A,,N/A
P9WMQ9	N/A,,N/A
P9WMR1	N/A,,N/A
P9WMS5	N/A,,N/A
P9WMT4	N/A,,N/A
P9WMT5	N/A,,N/A
P9WMT9	N/A,,N/A
P9WMU0	N/A,,N/A
P9WMU1	N/A,,N/A
P9WMU4	N/A,,N/A
P9WMU5	N/A,,N/A
P9WMV1	N/A,,N/A
P9WMW1	N/A,,N/A
P9WN21	N/A,,N/A
P9WN26	N/A,,N/A
P9WN27	N/A,,N/A
P9WN31	N/A,,N/A
P9WN39	N/A,,N/A
P9WN40	N/A,,N/A
P9WN41	N/A,,N/A
P9WN47	N/A,,N/A
P9WN51	N/A,,N/A
P9WN59	N/A,,N/A
P9WN83	N/A,,N/A
P9WN93	N/A,,N/A
P9WN95	N/A,,N/A
P9WN97	N/A,,N/A
P9WN99	N/A,,N/A
P9WNA0	N/A,,N/A
P9WNA1	N/A,,N/A
P9WNA2	N/A,,N/A
P9WNA3	N/A,,N/A
P9WND5	N/A,,N/A
P9WNE5	N/A,,N/A
P9WNF5	N/A,,N/A
P9WNG2	N/A,,N/A
P9WNG3	N/A,,N/A
P9WNG9	N/A,,N/A
P9WNH1	N/A,,N/A
P9WNH5	N/A,,N/A
P9WNI1	N/A,,N/A
P9WNI3	N/A,,N/A
P9WNI5	N/A,,N/A
P9WNJ3	N/A,,N/A
P9WNJ7	N/A,,N/A
P9WNJ9	N/A,,N/A
P9WNK5	N/A,,N/A
P9WNK7	N/A,,N/A
P9WNK9	N/A,,N/A
P9WNM5	N/A,,N/A
P9WNM9	N/A,,N/A
P9WNN0	N/A,,N/A
P9WNN1	N/A,,N/A
P9WNN7	N/A,,N/A
P9WNN9	N/A,,N/A
P9WNP1	N/A,,N/A
P9WNP5	N/A,,N/A
P9WNP9	N/A,,N/A
P9WNQ1	N/A,,N/A
P9WNQ3	N/A,,N/A
P9WNR1	N/A,,N/A
P9WNU7	N/A,,N/A
P9WNV1	N/A,,N/A
P9WNV3	N/A,,N/A
P9WNV5	N/A,,N/A
P9WNV8	N/A,,N/A
P9WNV9	N/A,,N/A
P9WNW3	N/A,,N/A
P9WNX2	N/A,,N/A
P9WNX3	N/A,,N/A
P9WNY0	N/A,,N/A
P9WNY1	N/A,,N/A
P9WNZ0	N/A,,N/A
P9WNZ1	N/A,,N/A
P9WP13	N/A,,N/A
P9WP15	N/A,,N/A
P9WP37	N/A,,N/A
P9WP49	N/A,,N/A
P9WP59	N/A,,N/A
P9WP65	N/A,,N/A
P9WP67	N/A,,N/A
P9WP71	N/A,,N/A
P9WP77	N/A,,N/A
P9WPA2	N/A,,N/A
P9WPA3	N/A,,N/A
P9WPB3	N/A,,N/A
P9WPB5	N/A,,N/A
P9WPC4	N/A,,N/A
P9WPC5	N/A,,N/A
P9WPC9	N/A,,N/A
P9WPD0	N/A,,N/A
P9WPD1	N/A,,N/A
P9WPD4	N/A,,N/A
P9WPD5	N/A,,N/A
P9WPE4	N/A,,N/A
P9WPE5	N/A,,N/A
P9WPE6	N/A,,N/A
P9WPE7	N/A,,N/A
P9WPE8	N/A,,N/A
P9WPE9	N/A,,N/A
P9WPH8	N/A,,N/A
P9WPH9	N/A,,N/A
P9WPI2	N/A,,N/A
P9WPI3	N/A,,N/A
P9WPI9	N/A,,N/A
P9WPJ5	N/A,,N/A
P9WPL9	N/A,,N/A
P9WPN5	N/A,,N/A
P9WPQ3	N/A,,N/A
P9WPQ7	N/A,,N/A
P9WPR8	N/A,,N/A
P9WPR9	N/A,,N/A
P9WPS2	N/A,,N/A
P9WPS3	N/A,,N/A
P9WPS4	N/A,,N/A
P9WPS5	N/A,,N/A
P9WPU1	N/A,,N/A
P9WPU5	N/A,,N/A
P9WPV3	N/A,,N/A
P9WPW7	N/A,,N/A
P9WPX3	N/A,,N/A
P9WPZ3	N/A,,N/A
P9WQ01	N/A,,N/A
P9WQ17	N/A,,N/A
P9WQ27	N/A,,N/A
P9WQ29	N/A,,N/A
P9WQ61	N/A,,N/A
P9WQ62	N/A,,N/A
P9WQ71	N/A,,N/A
P9WQ97	N/A,,N/A
P9WQ99	N/A,,N/A
P9WQA3	N/A,,N/A
P9WQA5	N/A,,N/A
P9WQB3	N/A,,N/A
P9WQD7	N/A,,N/A
P9WQF2	N/A,,N/A
P9WQF3	N/A,,N/A
P9WQF7	N/A,,N/A
P9WQH1	N/A,,N/A
P9WQH7	N/A,,N/A
P9WQI1	N/A,,N/A
P9WQJ5	N/A,,N/A
P9WQK7	N/A,,N/A
P9WQK9	N/A,,N/A
P9WQL5	N/A,,N/A
P9WQM8	N/A,,N/A
P9WQM9	N/A,,N/A
P9WQN9	N/A,,N/A
Q00828	PIRSF004909,,response regulator aspartate phosphatase RapA
Q01462	PIRSF000102,,L-lactate/malate dehydrogenase
Q01465	PIRSF003283,,rod shape-determining protein EnvB
Q01473	N/A,,N/A
Q01950	PIRSF000083,,allophycocyanin linker protein
Q01951	PIRSF000081,,phycocyanin
Q01952	PIRSF000081,,phycocyanin
Q02054	PIRSF002734,,acyl/peptidyl carrier protein
Q02170	PIRSF006125,,DNA repair protein radc
Q02DS7	PIRSF002745,,tyrosine-specific transport protein
Q02DZ3	N/A,,N/A
Q02E25	PIRSF000775,,DNA-directed RNA polymerase, omega subunit, bacterial type
Q02E40	N/A,,N/A
Q02EA7	PIRSF000258,,disulfide bond formation protein B (disulfide oxidoreductase B)
Q02EW8	N/A,,N/A
Q02F83	PIRSF002121,,ribosomal protein S6p
Q02FR1	PIRSF002581,,chaperone HSP70
Q02G03	PIRSF016912,,bifunctional ribosomal protein L25p/general stress protein CTC
Q02H55	PIRSF003112,,chaperonin GroEL
Q02HS3	PIRSF036798,,GTP-binding protein era
Q02I11	N/A,,N/A
Q02I31	N/A,,N/A
Q02K73	PIRSF001554,,succinyl-CoA synthetase, beta subunit
Q02K94	N/A,,N/A
Q02KR1	N/A,,N/A
Q02KR3	PIRSF006497,,regulator of ribonuclease activity A
Q02KT5	PIRSF001541,,glutamine-tRNA ligase
Q02L18	PIRSF001203,,beta-lytic metalloendopeptidase
Q02L47	N/A,,N/A
Q02M20	N/A,,N/A
Q02MN4	N/A,,N/A
Q02NB5	PIRSF000107,,3-isopropylmalate dehydrogenase;;PIRSF500541,,isocitrate dehydrogenase (NADP) [Parent=PIRSF000107]
Q02PA2	N/A,,N/A
Q02PG5	N/A,,N/A
Q02PH8	PIRSF001408,,enoyl-CoA hydratase/3-hydroxyacyl-CoA dehydrogenase
Q02QC9	PIRSF000891,,alkaline phosphatase
Q02QI1	N/A,,N/A
Q02RA7	PIRSF001400,,enolase
Q02RJ6	N/A,,N/A
Q02SH2	PIRSF004496,,YbeB protein
Q02SM0	PIRSF006801,,riboflavin synthase beta chain
Q02SZ7	PIRSF037936,,protease IV
Q02T82	PIRSF003007,,translation elongation factor Tu
Q02TE1	PIRSF016266,,major tail sheath protein
Q02TI3	PIRSF004537,,O-sialoglycoprotein endopeptidase
Q02UB7	N/A,,N/A
Q02UQ8	N/A,,N/A
Q02UU0	N/A,,N/A
Q031C3	PIRSF001120,,methionine aminopeptidase
Q03222	PIRSF003054,,transcription termination factor rho
Q03223	N/A,,N/A
Q04351	N/A,,N/A
Q04747	PIRSF001610,,non-ribosomal peptide synthetase
Q04797	PIRSF000148,,aspartate-semialdehyde dehydrogenase
Q04944	PIRSF000113,,iron-containing alcohol dehydrogenase
Q04D23	PIRSF017245,,phosphoketolase
Q04D47	PIRSF001575,,CTP synthase
Q04DB8	PIRSF000531,,fructokinase
Q04DH2	PIRSF001400,,enolase
Q04E64	PIRSF003112,,chaperonin GroEL
Q04EF1	PIRSF000147,,NAD-dependent aldehyde dehydrogenase
Q04EJ8	PIRSF000111,,bifunctional aldehyde/alcohol dehydrogenase
Q04EQ1	PIRSF003085,,fatty-acyl-phospholipid/mycolic acid cyclopropane synthase
Q04FD8	PIRSF001545,,phenylalanine-tRNA ligase alpha chain
Q04FG3	PIRSF000109,,phosphogluconate dehydrogenase (decarboxylating)
Q04G20	N/A,,N/A
Q04G23	PIRSF001276,,F-type ATP synthase, delta subunit
Q04G51	PIRSF002127,,ribosomal protein, S9p/S9a/S16e/organellar S9 types;;PIRSF500016,,ribosomal protein S9p/S9a types [Parent=PIRSF002127]
Q04G81	PIRSF002144,,ribosomal protein, S19p/S19a/S15e/organellar S19 types
Q04G86	PIRSF002128,,ribosomal protein, S10p/S10a/S20e/organellar S10 types
Q04GE6	PIRSF000091,,alcohol dehydrogenase
Q04GQ8	PIRSF000149,,glyceraldehyde-3-phosphate dehydrogenase
Q04H39	PIRSF036894,,mannose-6-phosphate isomerase, Firmicutes type, short form
Q04HE3	PIRSF000110,,glucose-6-phosphate dehydrogenase
Q04HR4	PIRSF037780,,uncharacterized conserved protein
Q04HY8	PIRSF005261,,chaperonin, HSP33 type
Q04I74	PIRSF001517,,tyrosine-tRNA ligase
Q04IK6	N/A,,N/A
Q04IK7	N/A,,N/A
Q04IQ3	PIRSF003112,,chaperonin GroEL
Q04J43	PIRSF000668,,serine/threonine-protein kinase YloP
Q04J64	PIRSF006485,,GTP-binding protein EngA
Q04JB0	PIRSF001524,,isoleucine-tRNA ligase
Q04JP7	PIRSF004749,,peptide deformylase
Q04JW5	PIRSF001526,,alanyl-tRNA ligase
Q04K81	PIRSF003142,,excinuclease ABC chain B
Q04K99	PIRSF000102,,L-lactate/malate dehydrogenase
Q04KL8	PIRSF001347,,phosphoenolpyruvate carboxylase
Q04KR4	PIRSF003056,,protein chain release factor, RF-1/RF-2;;PIRSF500105,,peptide chain release factor 1 [Parent=PIRSF003056]
Q04KU2	PIRSF005812,,N-acetylglucosamine-1-phosphate uridyltransferase
Q04KU8	N/A,,N/A
Q04L24	PIRSF000532,,ATP-dependent phosphofructokinase, prokaryotic type
Q04LE0	PIRSF000497,,methionine adenosyltransferase
Q04LI2	N/A,,N/A
Q04LP6	PIRSF002155,,ribosomal protein, L1p/L1a/L10e/organellar L1 types
Q04LU1	PIRSF001545,,phenylalanine-tRNA ligase alpha chain
Q04LW0	PIRSF003012,,translation initiation factor IF-2
Q04LY0	PIRSF002581,,chaperone HSP70
Q04LZ5	PIRSF000724,,phosphoglycerate kinase
Q04M41	PIRSF001329,,indoleacetamide hydrolase
Q04ML1	PIRSF000752,,DNA-directed RNA polymerase, alpha subunit
Q04ML4	N/A,,N/A
Q04ML5	PIRSF000734,,adenylate kinase
Q04ML7	PIRSF002174,,ribosomal protein, 15L type;;PIRSF500846,,50S ribosomal protein L15 [Parent=PIRSF002174]
Q04MM6	PIRSF002182,,ribosomal protein, L14p/L14a/L23e/organellar L14 types
Q04MN6	N/A,,N/A
Q04MP9	PIRSF037258,,uncharacterized conserved protein
Q04MY5	N/A,,N/A
Q04N48	PIRSF001578,,adenylosuccinate synthase
Q04N79	PIRSF003007,,translation elongation factor Tu
Q05238	PIRSF005898,,phycobilisome rod linker polypeptide, phycocyanin-associated
Q05558	PIRSF002581,,chaperone HSP70
Q05562	PIRSF005480,,GrpE protein, DnaK cofactor
Q05852	N/A,,N/A
Q05873	N/A,,N/A
Q05943	N/A,,N/A
Q05971	PIRSF003110,,chaperonin GroES
Q05972	PIRSF003112,,chaperonin GroEL
Q06065	PIRSF003187,,response regulator, NtrC type
Q06067	N/A,,N/A
Q06473	N/A,,N/A
Q06752	PIRSF001536,,cysteine-tRNA ligase
Q06796	PIRSF002179,,ribosomal protein, L11p/L11a/L12e/organellar L11 types;;PIRSF500072,,ribosomal protein L11 [Parent=PIRSF002179]
Q06797	PIRSF002155,,ribosomal protein, L1p/L1a/L10e/organellar L1 types
Q07428	N/A,,N/A
Q07635	N/A,,N/A
Q07836	N/A,,N/A
Q08582	N/A,,N/A
Q08787	PIRSF004744,,peptide synthetase PpsE
Q0P885	N/A,,N/A
Q0P891	PIRSF005900,,ferritin-like protein, Dps type
Q0P8J4	N/A,,N/A
Q0P8U6	PIRSF016220,,PIRSF016220
Q0P9X8	N/A,,N/A
Q0P9Z9	N/A,,N/A
Q0PA33	PIRSF004870,,molybdenum cofactor molybdenum incorporation protein MoeA
Q0PA50	PIRSF000904,,fructose-1,6-bisphosphatase/sedoheptulose-1,7-bisphosphatase;;PIRSF500210,,fructose-1,6-bisphosphatase [Parent=PIRSF000904]
Q0PAF4	PIRSF036627,,molybdenum cofactor molybdenum incorporation protein MogA
Q0PAG4	PIRSF002519,,transthyretin/transthyretin-related protein
Q0PAJ8	N/A,,N/A
Q0PAV7	PIRSF000213,,thioredoxin reductase
Q0PAW2	N/A,,N/A
Q0PB83	N/A,,N/A
Q0PBD7	PIRSF000120,,phosphoglycerate dehydrogenase;;PIRSF501033,,glycerate dehydrogenase [Parent=PIRSF000120]
Q0PBF9	N/A,,N/A
Q0PBH5	N/A,,N/A
Q0PBN6	PIRSF038946,,branched chain amino acid aminotransferase
Q0PBW7	PIRSF015834,,hypothetical protein, Synechocystis slr0049 type
Q1LVD4	N/A,,N/A
Q1RD54	N/A,,N/A
Q2FFR1	N/A,,N/A
Q2FX12	N/A,,N/A
Q2G0B1	PIRSF027959,,transcriptional regulator, MarR type
Q2G0S5	PIRSF006441,,stage V sporulation protein SpoVG
Q2G2F3	N/A,,N/A
Q2M7R5	N/A,,N/A
Q2RIF5	N/A,,N/A
Q2YIF7	N/A,,N/A
Q2YQA4	N/A,,N/A
Q2YQA5	N/A,,N/A
Q3JYL5	N/A,,N/A
Q3JYN3	PIRSF037258,,uncharacterized conserved protein
Q3JYQ0	PIRSF003112,,chaperonin GroEL
Q3JZM0	N/A,,N/A
Q3K003	PIRSF002179,,ribosomal protein, L11p/L11a/L12e/organellar L11 types;;PIRSF500072,,ribosomal protein L11 [Parent=PIRSF002179]
Q3K0T0	N/A,,N/A
Q3K1F5	N/A,,N/A
Q3K1H1	PIRSF005849,,phosphomannomutase
Q3K1J7	N/A,,N/A
Q3K1J9	PIRSF001284,,F-type ATP synthase, subunits b/b'
Q3K1T4	PIRSF037117,,peptide chain release factor 3
Q3K1U4	PIRSF003007,,translation elongation factor Tu
Q3K1W9	PIRSF004759,,hypothetical protein YvoB
Q3K2B6	PIRSF033105,,septation ring formation regulator EzrA
Q3K2M3	PIRSF006488,,exodeoxyribonuclease VII, small subunit
Q3K2N8	N/A,,N/A
Q3K2S4	N/A,,N/A
Q3K378	PIRSF029938,,uncharacterized conserved protein
Q3K3G5	PIRSF001536,,cysteine-tRNA ligase
Q3K3T2	PIRSF002581,,chaperone HSP70
Q3K3W1	PIRSF002210,,50S ribosomal protein L29
Q3K447	N/A,,N/A
Q3K4I6	N/A,,N/A
Q3K4J1	PIRSF004796,,conserved hypothetical protein YloO
Q3K4M5	PIRSF005849,,phosphomannomutase
Q3K4P8	PIRSF001312,,helicase II
Q3K565	N/A,,N/A
Q3K5U6	PIRSF000113,,iron-containing alcohol dehydrogenase
Q3K5V0	PIRSF037375,,autotransporting lipolytic enzyme, EstA type
Q3K5Y0	N/A,,N/A
Q3K601	PIRSF002137,,ribosomal protein, S14p/S14a/S29e/organellar S14 types
Q3K6G2	PIRSF036588,,bifunctional hydroxyphenylpyruvate isomerase/dioxygenase
Q3K6L4	PIRSF004491,,riboflavin biosynthesis protein RibF/RibC types
Q3K6L5	PIRSF001524,,isoleucine-tRNA ligase
Q3K6V9	N/A,,N/A
Q3K7B6	PIRSF004640,,4-hydroxy-3-methylbut-2-en-1-yl diphosphate synthase
Q3K7C0	PIRSF006485,,GTP-binding protein EngA
Q3K7K6	N/A,,N/A
Q3K7M4	N/A,,N/A
Q3K7T0	N/A,,N/A
Q3K7V3	PIRSF005900,,ferritin-like protein, Dps type
Q3K8C9	N/A,,N/A
Q3K8I3	N/A,,N/A
Q3K8U5	N/A,,N/A
