Protein	Start Site,,End Site,,Family,,Description
P73960	5,,359,,MF_01033,,LeuB_type1,,3-isopropylmalate dehydrogenase [leuB]
P73973	N/A,,N/A,,N/A,,N/A
P73982	N/A,,N/A,,N/A,,N/A
P73985	N/A,,N/A,,N/A,,N/A
P73998	N/A,,N/A,,N/A,,N/A
P74002	N/A,,N/A,,N/A,,N/A
P74007	N/A,,N/A,,N/A,,N/A
P74020	N/A,,N/A,,N/A,,N/A
P74027	N/A,,N/A,,N/A,,N/A
P74044	N/A,,N/A,,N/A,,N/A
P74057	N/A,,N/A,,N/A,,N/A
P74074	N/A,,N/A,,N/A,,N/A
P74078	N/A,,N/A,,N/A,,N/A
P74102	N/A,,N/A,,N/A,,N/A
P74106	2,,255,,MF_01013,,HisF,,Imidazole glycerol phosphate synthase subunit HisF [hisF]
P74122	1,,413,,MF_01106,,ArgJ,,Arginine biosynthesis bifunctional protein ArgJ, chloroplastic [ARG7]
P74126	N/A,,N/A,,N/A,,N/A
P74135	N/A,,N/A,,N/A,,N/A
P74142	N/A,,N/A,,N/A,,N/A
P74153	N/A,,N/A,,N/A,,N/A
P74157	N/A,,N/A,,N/A,,N/A
P74175	N/A,,N/A,,N/A,,N/A
P74176	N/A,,N/A,,N/A,,N/A
P74182	N/A,,N/A,,N/A,,N/A
P74184	N/A,,N/A,,N/A,,N/A
P74186	N/A,,N/A,,N/A,,N/A
P74189	N/A,,N/A,,N/A,,N/A
P74195	N/A,,N/A,,N/A,,N/A
P74210	N/A,,N/A,,N/A,,N/A
P74214	5,,442,,MF_00306,,SRP54,,Signal recognition particle 54 kDa protein [srp54]
P74216	N/A,,N/A,,N/A,,N/A
P74226	6,,105,,MF_00508,,Ribosomal_S10,,30S ribosomal protein S10 [rpsJ]
P74227	1,,399,,MF_00118_B,,EF_Tu,,Elongation factor Tu [tuf]
P74229	1,,156,,MF_00480_B,,Ribosomal_S7,,30S ribosomal protein S7 [rpsG]
P74230	1,,123,,MF_00403_B,,Ribosomal_S12,,30S ribosomal protein S12 [rpsL]
P74233	N/A,,N/A,,N/A,,N/A
P74236	N/A,,N/A,,N/A,,N/A
P74241	31,,388,,MF_00066,,Sulf_adenylyltr,,Sulfate adenylyltransferase [sat]
P74242	N/A,,N/A,,N/A,,N/A
P74251	N/A,,N/A,,N/A,,N/A
P74275	N/A,,N/A,,N/A,,N/A
P74281	N/A,,N/A,,N/A,,N/A
P74282	N/A,,N/A,,N/A,,N/A
P74296	1,,803,,MF_00283,,Phe_tRNA_synth_beta1,,Phenylalanine--tRNA ligase beta subunit [pheT]
P74297	N/A,,N/A,,N/A,,N/A
P74299	22,,1034,,MF_00595,,PEPcase_type1,,Phosphoenolpyruvate carboxylase [ppc]
P74305	N/A,,N/A,,N/A,,N/A
P74308	N/A,,N/A,,N/A,,N/A
P74309	7,,299,,MF_00729,,FBP_aldolase_1,,Fructose-bisphosphate aldolase class 1 [fda]
P74314	N/A,,N/A,,N/A,,N/A
P74326	N/A,,N/A,,N/A,,N/A
P74334	N/A,,N/A,,N/A,,N/A
P74335	N/A,,N/A,,N/A,,N/A
P74339	N/A,,N/A,,N/A,,N/A
P74350	N/A,,N/A,,N/A,,N/A
P74352	11,,71,,MF_00366,,RNApol_bact_RpoZ,,DNA-directed RNA polymerase subunit omega [rpoZ]
P74360	N/A,,N/A,,N/A,,N/A
P74361	N/A,,N/A,,N/A,,N/A
P74390	N/A,,N/A,,N/A,,N/A
P74409	N/A,,N/A,,N/A,,N/A
P74413	N/A,,N/A,,N/A,,N/A
P74419	N/A,,N/A,,N/A,,N/A
P74421	9,,400,,MF_00145,,Phosphoglyc_kinase,,Phosphoglycerate kinase [pgk]
P74426	N/A,,N/A,,N/A,,N/A
P74427	N/A,,N/A,,N/A,,N/A
P74433	N/A,,N/A,,N/A,,N/A
P74444	N/A,,N/A,,N/A,,N/A
P74447	N/A,,N/A,,N/A,,N/A
P74448	N/A,,N/A,,N/A,,N/A
P74450	N/A,,N/A,,N/A,,N/A
P74451	N/A,,N/A,,N/A,,N/A
P74457	21,,254,,MF_01220_B,,PyrH,,Uridylate kinase [pyrH]
P74461	N/A,,N/A,,N/A,,N/A
P74463	N/A,,N/A,,N/A,,N/A
P74466	N/A,,N/A,,N/A,,N/A
P74474	N/A,,N/A,,N/A,,N/A
P74485	N/A,,N/A,,N/A,,N/A
P74486	N/A,,N/A,,N/A,,N/A
P74494	1,,136,,MF_00451,,NDP_kinase,,Nucleoside diphosphate kinase [ndk]
P74499	N/A,,N/A,,N/A,,N/A
P74503	N/A,,N/A,,N/A,,N/A
P74507	7,,515,,MF_01038,,GpmI,,2,3-bisphosphoglycerate-independent phosphoglycerate mutase [gpmI]
P74510	N/A,,N/A,,N/A,,N/A
P74512	N/A,,N/A,,N/A,,N/A
P74518	1,,188,,MF_00839,,HPF,,Ribosome hibernation promoting factor [hpf]
P74534	N/A,,N/A,,N/A,,N/A
P74537	N/A,,N/A,,N/A,,N/A
P74541	N/A,,N/A,,N/A,,N/A
P74551	N/A,,N/A,,N/A,,N/A
P74566	N/A,,N/A,,N/A,,N/A
P74572	3,,264,,MF_01925,,P5C_reductase,,Pyrroline-5-carboxylate reductase [proC]
P74582	N/A,,N/A,,N/A,,N/A
P74618	N/A,,N/A,,N/A,,N/A
P74640	N/A,,N/A,,N/A,,N/A
P74643	N/A,,N/A,,N/A,,N/A
P74658	N/A,,N/A,,N/A,,N/A
P74662	5,,140,,MF_00651,,Nuclease_YqgF,,Putative pre-16S rRNA nuclease [yqgF]
P74667	3,,279,,MF_00197,,DAP_epimerase,,Diaminopimelate epimerase [dapF]
P74682	N/A,,N/A,,N/A,,N/A
P74689	5,,557,,MF_00012,,IlvD,,Dihydroxy-acid dehydratase [ilvD]
P74690	20,,805,,MF_01403,,Phosphoketolase,,Probable phosphoketolase
P74694	N/A,,N/A,,N/A,,N/A
P74698	N/A,,N/A,,N/A,,N/A
P74702	N/A,,N/A,,N/A,,N/A
P74713	N/A,,N/A,,N/A,,N/A
P74720	N/A,,N/A,,N/A,,N/A
P74729	N/A,,N/A,,N/A,,N/A
P74737	9,,333,,MF_00268,,RecA,,Protein RecA [recA]
P74739	N/A,,N/A,,N/A,,N/A
P74745	N/A,,N/A,,N/A,,N/A
P74747	N/A,,N/A,,N/A,,N/A
P74749	N/A,,N/A,,N/A,,N/A
P74754	N/A,,N/A,,N/A,,N/A
P74769	N/A,,N/A,,N/A,,N/A
P74772	N/A,,N/A,,N/A,,N/A
P74776	N/A,,N/A,,N/A,,N/A
P74781	N/A,,N/A,,N/A,,N/A
P75033	N/A,,N/A,,N/A,,N/A
P75039	N/A,,N/A,,N/A,,N/A
P75049	7,,279,,MF_00948,,NusG,,Transcription termination/antitermination protein NusG [nusG]
P75050	N/A,,N/A,,N/A,,N/A
P75061	N/A,,N/A,,N/A,,N/A
P75080	1,,1443,,MF_00356,,DNApol_PolC,,DNA polymerase III PolC-type [polC]
P75089	N/A,,N/A,,N/A,,N/A
P75090	1,,144,,MF_00357,,RNApol_bact_RpoE,,Probable DNA-directed RNA polymerase subunit delta [rpoE]
P75093	N/A,,N/A,,N/A,,N/A
P75120	25,,681,,MF_01458,,FtsH,,ATP-dependent zinc metalloprotease FtsH [ftsH]
P75136	N/A,,N/A,,N/A,,N/A
P75159	N/A,,N/A,,N/A,,N/A
P75161	4,,184,,MF_00040,,RRF,,Ribosome-recycling factor [frr]
P75170	N/A,,N/A,,N/A,,N/A
P75172	N/A,,N/A,,N/A,,N/A
P75187	N/A,,N/A,,N/A,,N/A
P75205	2,,100,,MF_00580,,CH10,,10 kDa chaperonin [groS]
P75206	1,,444,,MF_00181,,Cytosol_peptidase_M17,,Probable cytosol aminopeptidase [pepA]
P75207	N/A,,N/A,,N/A,,N/A
P75223	N/A,,N/A,,N/A,,N/A
P75231	N/A,,N/A,,N/A,,N/A
P75245	1,,390,,MF_00020,,Acetate_kinase,,Probable acetate kinase
P75250	4,,160,,MF_00209,,Inorganic_PPase,,Inorganic pyrophosphatase [ppa]
P75258	1,,855,,MF_02002,,Ile_tRNA_synth_type1,,Isoleucine--tRNA ligase [ileS]
P75264	N/A,,N/A,,N/A,,N/A
P75271	N/A,,N/A,,N/A,,N/A
P75277	N/A,,N/A,,N/A,,N/A
P75293	N/A,,N/A,,N/A,,N/A
P75301	N/A,,N/A,,N/A,,N/A
P75309	1,,440,,MF_00195,,GTPase_Der,,GTPase Der [der]
P75310	N/A,,N/A,,N/A,,N/A
P75313	N/A,,N/A,,N/A,,N/A
P75344	5,,593,,MF_00332,,DnaK,,Chaperone protein DnaK [dnaK]
P75353	N/A,,N/A,,N/A,,N/A
P75354	N/A,,N/A,,N/A,,N/A
P75358	N/A,,N/A,,N/A,,N/A
P75359	N/A,,N/A,,N/A,,N/A
P75376	N/A,,N/A,,N/A,,N/A
P75386	N/A,,N/A,,N/A,,N/A
P75390	N/A,,N/A,,N/A,,N/A
P75393	N/A,,N/A,,N/A,,N/A
P75394	N/A,,N/A,,N/A,,N/A
P75426	1,,605,,MF_00974,,DNA_primase_DnaG,,DNA primase [dnaG]
P75465	N/A,,N/A,,N/A,,N/A
P75469	N/A,,N/A,,N/A,,N/A
P75470	N/A,,N/A,,N/A,,N/A
P75482	N/A,,N/A,,N/A,,N/A
P75493	N/A,,N/A,,N/A,,N/A
P75497	11,,569,,MF_01491,,RNase_J_bact,,Ribonuclease J [rnj]
P75512	N/A,,N/A,,N/A,,N/A
P75518	N/A,,N/A,,N/A,,N/A
P75525	N/A,,N/A,,N/A,,N/A
P75526	53,,238,,MF_00328,,Guanylate_kinase,,Guanylate kinase [gmk]
P75533	3,,470,,MF_00121,,GatB,,Glutamyl-tRNA(Gln) amidotransferase subunit B, chloroplastic/mitochondrial [GATB]
P75542	N/A,,N/A,,N/A,,N/A
P75543	1,,92,,MF_00360,,Ribosomal_S6,,30S ribosomal protein S6 [rpsF]
P75560	16,,240,,MF_00291_B,,Ribosomal_S2,,30S ribosomal protein S2 [rpsB]
P75569	N/A,,N/A,,N/A,,N/A
P75575	1,,110,,MF_01331_B,,Ribosomal_L22,,50S ribosomal protein L22 [rplV]
P75591	9,,438,,MF_00945_B,,NusA,,Transcription termination/antitermination protein NusA [nusA]
P75691	N/A,,N/A,,N/A,,N/A
P75694	N/A,,N/A,,N/A,,N/A
P75736	N/A,,N/A,,N/A,,N/A
P75809	N/A,,N/A,,N/A,,N/A
P75818	N/A,,N/A,,N/A,,N/A
P75821	N/A,,N/A,,N/A,,N/A
P75949	3,,332,,MF_00364,,NagZ,,Beta-hexosaminidase [nagZ]
P76001	N/A,,N/A,,N/A,,N/A
P76014	N/A,,N/A,,N/A,,N/A
P76015	N/A,,N/A,,N/A,,N/A
P76072	N/A,,N/A,,N/A,,N/A
P76143	1,,291,,MF_02052,,LsrF,,3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase [lsrF]
P76182	3,,350,,MF_00462,,RsxD_RnfD,,Ion-translocating oxidoreductase complex subunit D [rsxD]
P76194	1,,138,,MF_01832,,SufE,,Cysteine desulfuration protein SufE [sufE]
P76268	N/A,,N/A,,N/A,,N/A
P76290	3,,242,,MF_01589,,Cx_SAM_synthase,,Carboxy-S-adenosyl-L-methionine synthase [cmoA]
P76387	N/A,,N/A,,N/A,,N/A
P76396	N/A,,N/A,,N/A,,N/A
P76398	1,,1037,,MF_01423,,MdtB,,Multidrug resistance protein MdtB [mdtB]
P76402	N/A,,N/A,,N/A,,N/A
P76536	N/A,,N/A,,N/A,,N/A
P76541	N/A,,N/A,,N/A,,N/A
P76552	N/A,,N/A,,N/A,,N/A
P76558	N/A,,N/A,,N/A,,N/A
P76576	N/A,,N/A,,N/A,,N/A
P77172	N/A,,N/A,,N/A,,N/A
P77173	3,,322,,MF_00509,,ZipA,,Cell division protein ZipA [zipA]
P77285	2,,193,,MF_00479,,RsxG_RnfG,,Ion-translocating oxidoreductase complex subunit G [rsxG]
P77318	N/A,,N/A,,N/A,,N/A
P77365	N/A,,N/A,,N/A,,N/A
P77376	N/A,,N/A,,N/A,,N/A
P77395	N/A,,N/A,,N/A,,N/A
P77402	N/A,,N/A,,N/A,,N/A
P77504	N/A,,N/A,,N/A,,N/A
P77510	N/A,,N/A,,N/A,,N/A
P77522	N/A,,N/A,,N/A,,N/A
P77552	N/A,,N/A,,N/A,,N/A
P77554	N/A,,N/A,,N/A,,N/A
P77598	N/A,,N/A,,N/A,,N/A
P77625	N/A,,N/A,,N/A,,N/A
P77627	N/A,,N/A,,N/A,,N/A
P77650	1,,396,,MF_01651,,HcaD,,3-phenylpropionate/cinnamic acid dioxygenase ferredoxin--NAD(+) reductase component [hcaD]
P77674	1,,474,,MF_01275,,Aldedh_Prr,,Gamma-aminobutyraldehyde dehydrogenase [prr]
P77756	2,,219,,MF_01633,,QueC,,7-cyano-7-deazaguanine synthase [queC]
P77804	N/A,,N/A,,N/A,,N/A
P77961	N/A,,N/A,,N/A,,N/A
P77962	8,,417,,MF_00051,,SHMT,,Serine hydroxymethyltransferase [glyA]
P77965	2,,1059,,MF_01321,,RNApol_bact_RpoB,,DNA-directed RNA polymerase subunit beta [rpoB]
P77968	N/A,,N/A,,N/A,,N/A
P77970	N/A,,N/A,,N/A,,N/A
P77972	7,,415,,MF_00318,,Enolase,,Enolase [eno]
P77973	4,,399,,MF_00005,,Arg_succ_synth_type1,,Argininosuccinate synthase [argG]
P78010	2,,242,,MF_00147_B,,TIM,,Triosephosphate isomerase [tpiA]
P78012	1,,541,,MF_00600,,CH60,,60 kDa chaperonin [groL]
P78018	6,,408,,MF_00145,,Phosphoglyc_kinase,,Phosphoglycerate kinase [pgk]
P78022	9,,493,,MF_00963,,Sigma70_RpoD_SigA,,RNA polymerase sigma factor RpoD [rpoD]
P78027	N/A,,N/A,,N/A,,N/A
P78028	N/A,,N/A,,N/A,,N/A
P78032	3,,694,,MF_00952,,Topoisom_1_prok,,DNA topoisomerase 1 [topA]
P78285	N/A,,N/A,,N/A,,N/A
P80046	N/A,,N/A,,N/A,,N/A
P80239	N/A,,N/A,,N/A,,N/A
P80240	5,,157,,MF_00105,,GreA_GreB,,Transcription elongation factor GreA [greA]
P80244	3,,193,,MF_00444,,ClpP,,ATP-dependent Clp protease proteolytic subunit [clpP]
P80505	N/A,,N/A,,N/A,,N/A
P80507	13,,169,,MF_00209,,Inorganic_PPase,,Inorganic pyrophosphatase [ppa]
P80643	3,,77,,MF_01217,,Acyl_carrier,,Acyl carrier protein [acpP]
P80698	1,,424,,MF_00303,,Trigger_factor_Tig,,Trigger factor [tig]
P80700	1,,291,,MF_00050,,EF_Ts,,Elongation factor Ts, mitochondrial [TSFM]
P80858	2,,466,,MF_01026,,LeuC_type1,,3-isopropylmalate dehydratase large subunit [leuC]
P80859	N/A,,N/A,,N/A,,N/A
P80860	1,,435,,MF_00473,,G6P_isomerase,,Glucose-6-phosphate isomerase [pgi]
P80865	1,,288,,MF_01988,,Succ_CoA_alpha,,Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial [SUCLG1]
P80866	N/A,,N/A,,N/A,,N/A
P80868	6,,689,,MF_00054_B,,EF_G_EF_2,,Elongation factor G [fusA]
P80870	N/A,,N/A,,N/A,,N/A
P80871	N/A,,N/A,,N/A,,N/A
P80875	N/A,,N/A,,N/A,,N/A
P80877	4,,757,,MF_00172,,Meth_synth,,5-methyltetrahydropteroyltriglutamate--homocysteine methyltransferase [metE]
P80879	N/A,,N/A,,N/A,,N/A
P80885	N/A,,N/A,,N/A,,N/A
P80886	1,,385,,MF_00558,,Succ_CoA_beta,,Succinate--CoA ligase [ADP-forming] subunit beta, mitochondrial
P80918	3,,77,,MF_01217,,Acyl_carrier,,Acyl carrier protein [acpP]
P80920	3,,77,,MF_01217,,Acyl_carrier,,Acyl carrier protein [acpP]
P80921	6,,79,,MF_01217,,Acyl_carrier,,Acyl carrier protein [acpP]
P80922	3,,77,,MF_01217,,Acyl_carrier,,Acyl carrier protein [acpP]
P80923	3,,77,,MF_01217,,Acyl_carrier,,Acyl carrier protein [acpP]
P81100	N/A,,N/A,,N/A,,N/A
P81101	3,,185,,MF_00040,,RRF,,Ribosome-recycling factor [frr]
P81102	N/A,,N/A,,N/A,,N/A
P81181	1,,435,,MF_00473,,G6P_isomerase,,Glucose-6-phosphate isomerase [pgi]
P94335	14,,485,,MF_00046,,MurC,,UDP-N-acetylmuramate--L-alanine ligase [murC]
P94360	N/A,,N/A,,N/A,,N/A
P94364	N/A,,N/A,,N/A,,N/A
P94400	N/A,,N/A,,N/A,,N/A
P94409	N/A,,N/A,,N/A,,N/A
P94417	N/A,,N/A,,N/A,,N/A
P94425	N/A,,N/A,,N/A,,N/A
P94459	N/A,,N/A,,N/A,,N/A
P94521	N/A,,N/A,,N/A,,N/A
P94534	N/A,,N/A,,N/A,,N/A
P94538	N/A,,N/A,,N/A,,N/A
P94547	N/A,,N/A,,N/A,,N/A
P94549	N/A,,N/A,,N/A,,N/A
P94565	1,,510,,MF_01025,,LeuA_type1,,2-isopropylmalate synthase [leuA]
P94592	N/A,,N/A,,N/A,,N/A
P94996	N/A,,N/A,,N/A,,N/A
P95017	N/A,,N/A,,N/A,,N/A
P95029	N/A,,N/A,,N/A,,N/A
P95032	N/A,,N/A,,N/A,,N/A
P95034	N/A,,N/A,,N/A,,N/A
P95087	N/A,,N/A,,N/A,,N/A
P95090	N/A,,N/A,,N/A,,N/A
P95125	N/A,,N/A,,N/A,,N/A
P95137	N/A,,N/A,,N/A,,N/A
P95144	N/A,,N/A,,N/A,,N/A
P95172	N/A,,N/A,,N/A,,N/A
P95185	N/A,,N/A,,N/A,,N/A
P95186	N/A,,N/A,,N/A,,N/A
P95189	N/A,,N/A,,N/A,,N/A
P95197	N/A,,N/A,,N/A,,N/A
P95217	N/A,,N/A,,N/A,,N/A
P95225	N/A,,N/A,,N/A,,N/A
P95257	N/A,,N/A,,N/A,,N/A
P95290	N/A,,N/A,,N/A,,N/A
P95690	N/A,,N/A,,N/A,,N/A
P95691	7,,597,,MF_00100_A,,IF_2,,Translation initiation factor IF-2 [infB]
P95867	N/A,,N/A,,N/A,,N/A
P95871	N/A,,N/A,,N/A,,N/A
P95879	N/A,,N/A,,N/A,,N/A
P95907	3,,493,,MF_00186,,Glycerol_kin,,Glycerol kinase [glpK]
P95931	7,,223,,MF_01419,,GPH_hydrolase_arch,,Phosphoglycolate phosphatase
P95949	N/A,,N/A,,N/A,,N/A
P95957	N/A,,N/A,,N/A,,N/A
P95968	11,,573,,MF_02076,,Glu_tRNA_synth_type2,,Glutamate--tRNA ligase [gltX]
P95970	8,,488,,MF_00252,,Lys_tRNA_synth_class2,,Lysine--tRNA ligase [lysS]
P95979	N/A,,N/A,,N/A,,N/A
P95980	5,,401,,MF_00007,,DNA_primase_DnaG_arc,,DNA primase DnaG [dnaG]
P95991	9,,139,,MF_01366,,Ribosomal_L13,,50S ribosomal protein L13 [rplM]
P96041	7,,897,,MF_00036_A,,Ala_tRNA_synth,,Alanine--tRNA ligase [alaS]
P96076	2,,257,,MF_01215,,OMPdecase_type2,,Orotidine 5'-phosphate decarboxylase [pyrF]
P96217	N/A,,N/A,,N/A,,N/A
P96218	N/A,,N/A,,N/A,,N/A
P96258	N/A,,N/A,,N/A,,N/A
P96267	N/A,,N/A,,N/A,,N/A
P96270	N/A,,N/A,,N/A,,N/A
P96271	N/A,,N/A,,N/A,,N/A
P96284	N/A,,N/A,,N/A,,N/A
P96285	N/A,,N/A,,N/A,,N/A
P96288	N/A,,N/A,,N/A,,N/A
P96291	N/A,,N/A,,N/A,,N/A
P96353	N/A,,N/A,,N/A,,N/A
P96356	N/A,,N/A,,N/A,,N/A
P96374	N/A,,N/A,,N/A,,N/A
P96396	N/A,,N/A,,N/A,,N/A
P96399	N/A,,N/A,,N/A,,N/A
P96404	N/A,,N/A,,N/A,,N/A
P96409	N/A,,N/A,,N/A,,N/A
P96502	N/A,,N/A,,N/A,,N/A
P96585	N/A,,N/A,,N/A,,N/A
P96596	N/A,,N/A,,N/A,,N/A
P96611	N/A,,N/A,,N/A,,N/A
P96613	4,,452,,MF_02019,,MurF,,UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine ligase [murF]
P96615	N/A,,N/A,,N/A,,N/A
P96619	N/A,,N/A,,N/A,,N/A
P96625	N/A,,N/A,,N/A,,N/A
P96679	N/A,,N/A,,N/A,,N/A
P96683	N/A,,N/A,,N/A,,N/A
P96686	N/A,,N/A,,N/A,,N/A
P96692	N/A,,N/A,,N/A,,N/A
P96701	N/A,,N/A,,N/A,,N/A
P96716	N/A,,N/A,,N/A,,N/A
P96718	N/A,,N/A,,N/A,,N/A
P96722	N/A,,N/A,,N/A,,N/A
P96805	N/A,,N/A,,N/A,,N/A
P96812	N/A,,N/A,,N/A,,N/A
P96824	N/A,,N/A,,N/A,,N/A
P96868	N/A,,N/A,,N/A,,N/A
P96872	N/A,,N/A,,N/A,,N/A
P96874	N/A,,N/A,,N/A,,N/A
P96876	N/A,,N/A,,N/A,,N/A
P96877	N/A,,N/A,,N/A,,N/A
P96878	N/A,,N/A,,N/A,,N/A
P96890	N/A,,N/A,,N/A,,N/A
P96923	N/A,,N/A,,N/A,,N/A
P97152	N/A,,N/A,,N/A,,N/A
P99175	N/A,,N/A,,N/A,,N/A
P9WF13	N/A,,N/A,,N/A,,N/A
P9WF14	N/A,,N/A,,N/A,,N/A
P9WF15	N/A,,N/A,,N/A,,N/A
P9WF19	N/A,,N/A,,N/A,,N/A
P9WF23	N/A,,N/A,,N/A,,N/A
P9WF27	N/A,,N/A,,N/A,,N/A
P9WF29	23,,83,,MF_00337,,Exonuc_7_S,,Exodeoxyribonuclease 7 small subunit [xseB]
P9WF45	1,,306,,MF_01420,,HTH_type_WhiA,,Probable cell division protein WhiA [whiA]
P9WFB1	N/A,,N/A,,N/A,,N/A
P9WFC9	N/A,,N/A,,N/A,,N/A
P9WFD3	N/A,,N/A,,N/A,,N/A
P9WFD7	N/A,,N/A,,N/A,,N/A
P9WFD9	N/A,,N/A,,N/A,,N/A
P9WFG2	N/A,,N/A,,N/A,,N/A
P9WFG3	N/A,,N/A,,N/A,,N/A
P9WFG9	57,,225,,MF_01297,,UPF0678,,UPF0678 fatty acid-binding protein-like protein 
P9WFH5	N/A,,N/A,,N/A,,N/A
P9WFH7	N/A,,N/A,,N/A,,N/A
P9WFI4	N/A,,N/A,,N/A,,N/A
P9WFI5	N/A,,N/A,,N/A,,N/A
P9WFK0	1,,148,,MF_00799,,UPF0336,,UPF0336 protein 
P9WFK9	3,,163,,MF_00632,,UPF0234,,UPF0234 protein YajQ [yajQ]
P9WFL3	11,,904,,MF_01600,,UPF0182,,UPF0182 protein 
P9WFM7	5,,76,,MF_00088,,UPF0109,,UPF0109 protein 
P9WFN1	N/A,,N/A,,N/A,,N/A
P9WFQ0	N/A,,N/A,,N/A,,N/A
P9WFQ1	N/A,,N/A,,N/A,,N/A
P9WFR1	N/A,,N/A,,N/A,,N/A
P9WFS2	N/A,,N/A,,N/A,,N/A
P9WFS3	N/A,,N/A,,N/A,,N/A
P9WFW9	N/A,,N/A,,N/A,,N/A
P9WFX5	29,,366,,MF_00211,,TrpD,,Anthranilate phosphoribosyltransferase [trpD]
P9WFX7	5,,260,,MF_00134_B,,IGPS,,Indole-3-glycerol phosphate synthase [trpC]
P9WFZ1	N/A,,N/A,,N/A,,N/A
P9WFZ7	N/A,,N/A,,N/A,,N/A
P9WG05	N/A,,N/A,,N/A,,N/A
P9WG17	N/A,,N/A,,N/A,,N/A
P9WG33	1,,373,,MF_00493,,Transaldolase_2,,Transaldolase [tal]
P9WG38	N/A,,N/A,,N/A,,N/A
P9WG39	N/A,,N/A,,N/A,,N/A
P9WG45	9,,675,,MF_01898,,GyrB,,DNA gyrase subunit B [gyrB]
P9WG47	10,,820,,MF_01897,,GyrA,,DNA gyrase subunit A [gyrA]
P9WG48	18,,814,,MF_00952,,Topoisom_1_prok,,DNA topoisomerase 1 [topA]
P9WG49	18,,814,,MF_00952,,Topoisom_1_prok,,DNA topoisomerase 1 [topA]
P9WG74	9,,219,,MF_00097,,TMP_synthase,,Thiamine-phosphate synthase [thiE]
P9WG75	9,,219,,MF_00097,,TMP_synthase,,Thiamine-phosphate synthase [thiE]
P9WG86	N/A,,N/A,,N/A,,N/A
P9WG87	N/A,,N/A,,N/A,,N/A
P9WGA0	1,,80,,MF_00236,,TatA_E,,Sec-independent protein translocase protein TatA [tatA]
P9WGA1	1,,80,,MF_00236,,TatA_E,,Sec-independent protein translocase protein TatA [tatA]
P9WGC3	N/A,,N/A,,N/A,,N/A
P9WGC7	4,,300,,MF_01988,,Succ_CoA_alpha,,Succinate--CoA ligase [ADP/GDP-forming] subunit alpha, mitochondrial [SUCLG1]
P9WGD5	4,,113,,MF_00984,,SSB,,Single-stranded DNA-binding protein
P9WGD8	149,,422,,MF_00920,,FtsY,,Signal recognition particle receptor FtsY [ftsY]
P9WGD9	149,,422,,MF_00920,,FtsY,,Signal recognition particle receptor FtsY [ftsY]
P9WGE1	N/A,,N/A,,N/A,,N/A
P9WGE7	N/A,,N/A,,N/A,,N/A
P9WGF2	1,,1194,,MF_01894,,Smc_prok,,Chromosome partition protein Smc [smc]
P9WGF3	1,,1194,,MF_01894,,Smc_prok,,Chromosome partition protein Smc [smc]
P9WGF9	N/A,,N/A,,N/A,,N/A
P9WGG5	N/A,,N/A,,N/A,,N/A
P9WGH8	N/A,,N/A,,N/A,,N/A
P9WGH9	N/A,,N/A,,N/A,,N/A
P9WGI1	110,,528,,MF_00963,,Sigma70_RpoD_SigA,,RNA polymerase sigma factor RpoD [rpoD]
P9WGJ3	N/A,,N/A,,N/A,,N/A
P9WGJ4	1,,209,,MF_01197,,SepF,,Cell division protein SepF [sepF]
P9WGJ5	1,,209,,MF_01197,,SepF,,Cell division protein SepF [sepF]
P9WGK1	N/A,,N/A,,N/A,,N/A
P9WGK3	N/A,,N/A,,N/A,,N/A
P9WGK4	N/A,,N/A,,N/A,,N/A
P9WGK5	N/A,,N/A,,N/A,,N/A
P9WGK8	N/A,,N/A,,N/A,,N/A
P9WGK9	N/A,,N/A,,N/A,,N/A
P9WGL3	N/A,,N/A,,N/A,,N/A
P9WGL5	N/A,,N/A,,N/A,,N/A
P9WGL7	N/A,,N/A,,N/A,,N/A
P9WGL9	N/A,,N/A,,N/A,,N/A
P9WGM0	N/A,,N/A,,N/A,,N/A
P9WGM1	N/A,,N/A,,N/A,,N/A
P9WGM3	N/A,,N/A,,N/A,,N/A
P9WGM5	N/A,,N/A,,N/A,,N/A
P9WGM7	N/A,,N/A,,N/A,,N/A
P9WGM9	N/A,,N/A,,N/A,,N/A
P9WGN1	N/A,,N/A,,N/A,,N/A
P9WGN7	103,,158,,MF_00422,,SecE,,Protein translocase subunit SecE [secE]
P9WGN8	58,,356,,MF_01464_B,,SecF,,Protein-export membrane protein SecF [secF]
P9WGN9	58,,356,,MF_01464_B,,SecF,,Protein-export membrane protein SecF [secF]
P9WGP5	1,,836,,MF_01382,,SecA,,Protein translocase subunit SecA [secA]
P9WGQ1	N/A,,N/A,,N/A,,N/A
P9WGR0	N/A,,N/A,,N/A,,N/A
P9WGR1	N/A,,N/A,,N/A,,N/A
P9WGR9	N/A,,N/A,,N/A,,N/A
P9WGS1	N/A,,N/A,,N/A,,N/A
P9WGT2	N/A,,N/A,,N/A,,N/A
P9WGT3	N/A,,N/A,,N/A,,N/A
P9WGT9	N/A,,N/A,,N/A,,N/A
P9WGV2	16,,487,,MF_00563,,AdoHcyase,,Adenosylhomocysteinase [ahcY]
P9WGV3	16,,487,,MF_00563,,AdoHcyase,,Adenosylhomocysteinase [ahcY]
