Protein	Entry..Description
P9WIE5	PS50873,,Plant heme peroxidase family profile;;PS00436,,Peroxidases active site signature;;PS00435,,Peroxidases proximal heme-ligand signature
P9WIF8	
P9WIF9	
P9WIG1	PS00012,,Phosphopantetheine attachment site
P9WIG4	
P9WIG5	
P9WIH2	PS00505,,Phosphoenolpyruvate carboxykinase (GTP) signature
P9WIH3	PS00505,,Phosphoenolpyruvate carboxykinase (GTP) signature
P9WII8	PS51129,,PdxS/SNZ family profile;;PS01235,,PdxS/SNZ family signature
P9WII9	PS51129,,PdxS/SNZ family profile;;PS01235,,PdxS/SNZ family signature
P9WIJ9	
P9WIM7	
P9WIM9	
P9WIN1	
P9WIP3	
P9WIP7	
P9WIP9	
P9WIR7	
P9WIS5	
P9WIT2	PS51387,,PCMH-type FAD-binding domain profile;;PS00862,,Oxygen oxidoreductases covalent FAD-binding site
P9WIT3	PS51387,,PCMH-type FAD-binding domain profile;;PS00862,,Oxygen oxidoreductases covalent FAD-binding site
P9WIT5	
P9WIU9	PS01014,,Transcription termination factor nusG signature
P9WIW3	
P9WIW7	
P9WIX7	PS51462,,Nudix hydrolase domain profile;;PS00893,,Nudix box signature
P9WIZ7	
P9WIZ9	
P9WJ07	
P9WJ09	
P9WJ41	
P9WJ68	
P9WJ69	
P9WJ85	
P9WJ94	
P9WJ95	
P9WJ96	PS00318,,Hydroxymethylglutaryl-coenzyme A reductases signature 2
P9WJ97	PS00318,,Hydroxymethylglutaryl-coenzyme A reductases signature 2
P9WJA3	PS51371,,CBS domain profile
P9WJA8	PS50006,,Forkhead-associated (FHA) domain profile
P9WJA9	PS50006,,Forkhead-associated (FHA) domain profile
P9WJB5	PS50006,,Forkhead-associated (FHA) domain profile
P9WJB7	
P9WJB9	
P9WJC3	
P9WJC4	
P9WJC5	
P9WJD9	
P9WJG3	
P9WJG5	
P9WJH6	PS00469,,Nucleoside diphosphate kinases active site
P9WJH7	PS00469,,Nucleoside diphosphate kinases active site
P9WJK2	
P9WJK3	
P9WJL7	
P9WJM3	
P9WJP1	
P9WJQ7	PS01079,,Molybdenum cofactor biosynthesis proteins signature 2
P9WJQ9	
P9WJR9	
P9WJT0	
P9WJT1	
P9WJT8	PS50156,,Sterol-sensing domain (SSD) profile
P9WJT9	PS50156,,Sterol-sensing domain (SSD) profile
P9WJU0	
P9WJU1	
P9WJV4	PS50156,,Sterol-sensing domain (SSD) profile
P9WJV5	PS50156,,Sterol-sensing domain (SSD) profile
P9WJX5	PS50850,,Major facilitator superfamily (MFS) profile
P9WJY9	
P9WK07	
P9WK13	PS00068,,Malate dehydrogenase active site signature
P9WK17	
P9WK24	PS00331,,Malic enzymes signature
P9WK25	PS00331,,Malic enzymes signature
P9WK46	
P9WK47	
P9WK55	PS51257,,Prokaryotic membrane lipoprotein lipid attachment site profile
P9WK87	
P9WK89	
P9WK93	PS01311,,Prolipoprotein diacylglyceryl transferase signature
P9WK95	
P9WK99	PS00855,,Signal peptidases II signature
P9WKA4	
P9WKA5	
P9WKD0	
P9WKD1	
P9WKD3	PS51318,,Twin arginine translocation (Tat) signal profile;;PS00146,,Beta-lactamase class-A active site
P9WKD9	
P9WKE5	PS00110,,Pyruvate kinase active site signature
P9WKE8	PS50052,,Guanylate kinase-like domain profile;;PS00856,,Guanylate kinase-like signature
P9WKE9	PS50052,,Guanylate kinase-like domain profile;;PS00856,,Guanylate kinase-like signature
P9WKF4	PS00113,,Adenylate kinase signature
P9WKF5	PS00113,,Adenylate kinase signature
P9WKG3	
P9WKH1	PS00723,,Polyprenyl synthases signature 1;;PS00444,,Polyprenyl synthases signature 2
P9WKH5	
P9WKI3	PS51371,,CBS domain profile
P9WKK3	PS50832,,S1 domain IF1 type profile
P9WKL9	
P9WKM1	
P9WKP5	
P9WKQ4	
P9WKQ5	
P9WKR5	
P9WKS5	
P9WKT1	
P9WKT7	
P9WKU2	
P9WKU3	
P9WKV6	
P9WKV7	
P9WKV9	
P9WKW5	
P9WKX3	
P9WKZ5	
P9WL07	
P9WL15	
P9WL20	PS51192,,Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile
P9WL21	PS51192,,Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile
P9WL61	
P9WL91	
P9WLH5	PS50879,,RNase H domain profile
P9WLI1	
P9WLI5	
P9WLI8	
P9WLI9	
P9WLK1	
P9WLK3	
P9WLK5	
P9WLM1	
P9WLM3	
P9WLN6	
P9WLN7	
P9WLP5	
P9WLQ2	
P9WLQ3	
P9WLT1	
P9WLT5	
P9WLW5	
P9WLZ6	PS51746,,PPM-type phosphatase domain profile;;PS50801,,STAS domain profile;;PS50113,,PAC domain profile
P9WLZ7	PS51746,,PPM-type phosphatase domain profile;;PS50801,,STAS domain profile;;PS50113,,PAC domain profile
P9WM02	
P9WM03	
P9WM21	
P9WM25	
P9WM30	
P9WM31	
P9WM43	
P9WM59	
P9WM83	
P9WMA6	
P9WMA7	
P9WMB5	
P9WMC1	PS50977,,TetR-type HTH domain profile;;PS01081,,TetR-type HTH domain signature
P9WME1	PS50977,,TetR-type HTH domain profile;;PS01081,,TetR-type HTH domain signature
P9WME3	PS51197,,Rrf2-type HTH domain profile;;PS01332,,Rrf2-type HTH domain signature
P9WME7	PS50937,,MerR-type HTH domain profile;;PS00552,,MerR-type HTH domain signature
P9WMF9	PS50110,,Response regulatory domain profile;;PS50043,,LuxR-type HTH domain profile;;PS00622,,LuxR-type HTH domain signature
P9WMH1	PS50944,,DtxR-type HTH domain profile;;PS00142,,Neutral zinc metallopeptidases, zinc-binding region signature
P9WMH3	PS51063,,Crp-type HTH domain profile;;PS50042,,cAMP/cGMP binding motif profile;;PS00889,,Cyclic nucleotide-binding domain signature 2;;PS00888,,Cyclic nucleotide-binding domain signature 1;;PS00042,,Crp-type HTH domain signature
P9WMH9	PS50943,,Cro/C1-type HTH domain profile
P9WMI9	PS50987,,ArsR-type HTH domain profile;;PS00846,,Bacterial regulatory proteins, arsR family signature
P9WMJ7	PS00298,,Heat shock hsp90 proteins family signature
P9WMJ9	PS01036,,Heat shock hsp70 proteins family signature 3;;PS00329,,Heat shock hsp70 proteins family signature 2;;PS00297,,Heat shock hsp70 proteins family signature 1
P9WMK0	PS01031,,Small heat shock protein (sHSP) domain profile
P9WMK1	PS01031,,Small heat shock protein (sHSP) domain profile
P9WMK7	PS00045,,Bacterial histone-like DNA-binding proteins signature
P9WML1	PS51084,,HIT domain profile;;PS00892,,HIT domain signature
P9WML8	PS00955,,Imidazoleglycerol-phosphate dehydratase signature 2;;PS00954,,Imidazoleglycerol-phosphate dehydratase signature 1
P9WML9	PS00955,,Imidazoleglycerol-phosphate dehydratase signature 2;;PS00954,,Imidazoleglycerol-phosphate dehydratase signature 1
P9WMM3	
P9WMN4	PS01152,,Hypothetical hesB/yadR/yfhF family signature
P9WMN5	PS01152,,Hypothetical hesB/yadR/yfhF family signature
P9WMN9	PS00600,,Aminotransferases class-III pyridoxal-phosphate attachment site
P9WMQ1	PS51217,,UvrD-like DNA helicase C-terminal domain profile;;PS51198,,UvrD-like DNA helicase ATP-binding domain profile
P9WMQ6	PS51194,,Superfamilies 1 and 2 helicase C-terminal domain profile;;PS51192,,Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile
P9WMQ7	PS51194,,Superfamilies 1 and 2 helicase C-terminal domain profile;;PS51192,,Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile
P9WMQ9	
P9WMR1	PS51194,,Superfamilies 1 and 2 helicase C-terminal domain profile;;PS51192,,Superfamilies 1 and 2 helicase ATP-binding type-1 domain profile
P9WMS5	
P9WMT4	PS01071,,grpE protein signature
P9WMT5	PS01071,,grpE protein signature
P9WMT9	PS00830,,Prokaryotic transcription elongation factors signature 2;;PS00829,,Prokaryotic transcription elongation factors signature 1
P9WMU0	
P9WMU1	
P9WMU4	
P9WMU5	
P9WMV1	PS50125,,Guanylate cyclase domain profile
P9WMW1	PS00102,,Phosphorylase pyridoxal-phosphate attachment site
P9WN21	
P9WN26	
P9WN27	
P9WN31	PS51343,,P-II protein family profile;;PS00638,,P-II protein C-terminal region signature;;PS00496,,P-II protein uridylation site
P9WN39	PS00182,,Glutamine synthetase class-I adenylation site;;PS00181,,Glutamine synthetase putative ATP-binding region signature;;PS00180,,Glutamine synthetase signature 1
P9WN40	PS00710,,Phosphoglucomutase and phosphomannomutase phosphoserine signature
P9WN41	PS00710,,Phosphoglucomutase and phosphomannomutase phosphoserine signature
P9WN47	
P9WN51	
P9WN59	
P9WN83	PS00071,,Glyceraldehyde 3-phosphate dehydrogenase active site
P9WN93	PS00163,,Fumarate lyases signature
P9WN95	PS01135,,FtsZ protein signature 2;;PS01134,,FtsZ protein signature 1
P9WN97	PS00428,,Cell cycle proteins ftsW / rodA / spoVE signature
P9WN99	PS00428,,Cell cycle proteins ftsW / rodA / spoVE signature
P9WNA0	PS51779,,POTRA domain profile
P9WNA1	PS51779,,POTRA domain profile
P9WNA2	PS50901,,FtsK domain profile
P9WNA3	PS50901,,FtsK domain profile
P9WND5	PS51349,,FMN-dependent alpha-hydroxy acid dehydrogenase domain profile;;PS00557,,FMN-dependent alpha-hydroxy acid dehydrogenases active site
P9WNE5	PS50905,,Ferritin-like diiron domain profile
P9WNF5	PS50213,,FAS1/BIgH3 domain profile
P9WNG2	
P9WNG3	
P9WNG9	PS00696,,Electron transfer flavoprotein alpha-subunit signature
P9WNH1	
P9WNH5	
P9WNI1	
P9WNI3	
P9WNI5	
P9WNJ3	
P9WNJ7	
P9WNJ9	
P9WNK5	
P9WNK7	
P9WNK9	PS51713,,Era-type guanine nucleotide-binding (G) domain profile;;PS50823,,Type-2 KH domain profile
P9WNM5	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
P9WNM9	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
P9WNN0	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
P9WNN1	PS51722,,Translational (tr)-type guanine nucleotide-binding (G) domain profile;;PS00301,,Translational (tr)-type guanine nucleotide-binding (G) domain signature
P9WNN7	PS00166,,Enoyl-CoA hydratase/isomerase signature
P9WNN9	PS00166,,Enoyl-CoA hydratase/isomerase signature
P9WNP1	PS00166,,Enoyl-CoA hydratase/isomerase signature
P9WNP5	PS00166,,Enoyl-CoA hydratase/isomerase signature
P9WNP9	
P9WNQ1	
P9WNQ3	
P9WNR1	
P9WNU7	
P9WNV1	PS50172,,BRCT domain profile;;PS01056,,NAD-dependent DNA ligase signature 2;;PS01055,,NAD-dependent DNA ligase signature 1
P9WNV3	PS50160,,ATP-dependent DNA ligase family profile
P9WNV5	PS50160,,ATP-dependent DNA ligase family profile;;PS00697,,ATP-dependent DNA ligase AMP-binding site;;PS00333,,ATP-dependent DNA ligase signature 2
P9WNV8	PS51188,,Zinc finger CR-type profile;;PS50076,,dnaJ domain profile;;PS00636,,Nt-dnaJ domain signature
P9WNV9	PS51188,,Zinc finger CR-type profile;;PS50076,,dnaJ domain profile;;PS00636,,Nt-dnaJ domain signature
P9WNW3	PS01008,,DnaA protein signature
P9WNX2	PS51671,,ACT domain profile;;PS00671,,D-isomer specific 2-hydroxyacid dehydrogenases signature 3;;PS00670,,D-isomer specific 2-hydroxyacid dehydrogenases signature 2;;PS00065,,D-isomer specific 2-hydroxyacid dehydrogenases NAD-binding signature
P9WNX3	PS51671,,ACT domain profile;;PS00671,,D-isomer specific 2-hydroxyacid dehydrogenases signature 3;;PS00670,,D-isomer specific 2-hydroxyacid dehydrogenases signature 2;;PS00065,,D-isomer specific 2-hydroxyacid dehydrogenases NAD-binding signature
P9WNY0	PS00687,,Aldehyde dehydrogenases glutamic acid active site;;PS00070,,Aldehyde dehydrogenases cysteine active site
P9WNY1	PS00687,,Aldehyde dehydrogenases glutamic acid active site;;PS00070,,Aldehyde dehydrogenases cysteine active site
P9WNZ0	
P9WNZ1	
P9WP13	
P9WP15	
P9WP37	PS51002,,Cytochrome b/b6 N-terminal region profile
P9WP49	
P9WP59	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
P9WP65	
P9WP67	PS50253,,Heme-copper oxidase subunit III family profile
P9WP71	PS50855,,Cytochrome oxidase subunit I  profile;;PS00077,,Heme-copper oxidase catalytic subunit, copper B binding region signature
P9WP77	
P9WPA2	PS51219,,Dephospho-CoA kinase (DPCK) domain profile
P9WPA3	PS51219,,Dephospho-CoA kinase (DPCK) domain profile
P9WPB3	
P9WPB5	
P9WPC4	PS00382,,Endopeptidase Clp histidine active site;;PS00381,,Endopeptidase Clp serine active site
P9WPC5	PS00382,,Endopeptidase Clp histidine active site;;PS00381,,Endopeptidase Clp serine active site
P9WPC9	PS50151,,UVR domain profile;;PS00870,,Chaperonins clpA/B signature 1
P9WPD0	PS00871,,Chaperonins clpA/B signature 2;;PS00870,,Chaperonins clpA/B signature 1
P9WPD1	PS00871,,Chaperonins clpA/B signature 2;;PS00870,,Chaperonins clpA/B signature 1
P9WPD4	PS00480,,Citrate synthase signature
P9WPD5	PS00480,,Citrate synthase signature
P9WPE4	PS00681,,Chaperonins cpn10 signature
P9WPE5	PS00681,,Chaperonins cpn10 signature
P9WPE6	PS00296,,Chaperonins cpn60 signature
P9WPE7	PS00296,,Chaperonins cpn60 signature
P9WPE8	PS00296,,Chaperonins cpn60 signature
P9WPE9	PS00296,,Chaperonins cpn60 signature
P9WPH8	
P9WPH9	
P9WPI2	
P9WPI3	
P9WPI9	
P9WPJ5	
P9WPL9	PS00086,,Cytochrome P450 cysteine heme-iron ligand signature
P9WPN5	PS00086,,Cytochrome P450 cysteine heme-iron ligand signature
P9WPQ3	PS50979,,Biotin carboxylation domain profile;;PS50975,,ATP-grasp fold profile;;PS50968,,Biotinyl/lipoyl domain profile;;PS00867,,Carbamoyl-phosphate synthase subdomain signature 2;;PS00866,,Carbamoyl-phosphate synthase subdomain signature 1;;PS00188,,Biotin-requiring enzymes attachment site
P9WPQ7	
P9WPR8	PS01270,,Band 7 protein family signature;;PS00024,,Hemopexin domain signature
P9WPR9	PS01270,,Band 7 protein family signature;;PS00024,,Hemopexin domain signature
P9WPS2	PS00154,,E1-E2 ATPases phosphorylation site
P9WPS3	PS00154,,E1-E2 ATPases phosphorylation site
P9WPS4	PS00154,,E1-E2 ATPases phosphorylation site
P9WPS5	PS00154,,E1-E2 ATPases phosphorylation site
P9WPU1	PS50846,,Heavy-metal-associated domain profile;;PS01047,,Heavy-metal-associated domain;;PS00154,,E1-E2 ATPases phosphorylation site
P9WPU5	PS00152,,ATP synthase alpha and beta subunits signature
P9WPV3	PS00389,,ATP synthase delta (OSCP) subunit signature
P9WPW7	PS00565,,Argininosuccinate synthase signature 2;;PS00564,,Argininosuccinate synthase signature 1
P9WPX3	PS51671,,ACT domain profile;;PS00324,,Aspartokinase signature
P9WPZ3	
P9WQ01	
P9WQ17	
P9WQ27	
P9WQ29	PS50885,,HAMP domain profile;;PS50125,,Guanylate cyclase domain profile
P9WQ61	PS50075,,Carrier protein (CP) domain profile;;PS00012,,Phosphopantetheine attachment site
P9WQ62	PS50075,,Carrier protein (CP) domain profile;;PS00455,,Putative AMP-binding domain signature;;PS00012,,Phosphopantetheine attachment site
P9WQ71	
P9WQ97	PS00571,,Amidases signature
P9WQ99	PS00571,,Amidases signature
P9WQA3	PS00806,,Fructose-bisphosphate aldolase class-II signature 2;;PS00602,,Fructose-bisphosphate aldolase class-II signature 1
P9WQA5	PS00798,,Aldo/keto reductase family signature 1;;PS00063,,Aldo/keto reductase family putative active site signature;;PS00062,,Aldo/keto reductase family signature 2
P9WQB3	PS50991,,Pyruvate carboxyltransferase domain;;PS00816,,Alpha-isopropylmalate and homocitrate synthases signature 2;;PS00815,,Alpha-isopropylmalate and homocitrate synthases signature 1
P9WQD7	PS00606,,Beta-ketoacyl synthases active site
P9WQF2	PS50075,,Carrier protein (CP) domain profile;;PS00012,,Phosphopantetheine attachment site
P9WQF3	PS50075,,Carrier protein (CP) domain profile;;PS00012,,Phosphopantetheine attachment site
P9WQF7	PS00073,,Acyl-CoA dehydrogenases signature 2;;PS00072,,Acyl-CoA dehydrogenases signature 1
P9WQH1	PS01076,,Acetate and butyrate kinases family signature 2;;PS01075,,Acetate and butyrate kinases family signature 1;;PS00758,,ArgE / dapE / ACY1 / CPG2 / yscS family signature 1
P9WQH7	PS50989,,Acetyl-coenzyme A (CoA) carboxyltransferase C-terminal domain profile;;PS50980,,Acetyl-coenzyme A (CoA) carboxyltransferase N-terminal domain profile
P9WQI1	PS50011,,Protein kinase domain profile
P9WQJ5	PS50893,,ATP-binding cassette, ABC transporter-type domain profile;;PS00211,,ABC transporters family signature
P9WQK7	PS50893,,ATP-binding cassette, ABC transporter-type domain profile;;PS00211,,ABC transporters family signature
P9WQK9	PS51238,,Phosphate import ATP-binding protein pstB family profile;;PS50893,,ATP-binding cassette, ABC transporter-type domain profile;;PS00211,,ABC transporters family signature
P9WQL5	PS50893,,ATP-binding cassette, ABC transporter-type domain profile;;PS00211,,ABC transporters family signature
P9WQM8	PS00218,,Amino acid permeases signature
P9WQM9	PS00218,,Amino acid permeases signature
P9WQN9	
Q00828	PS50293,,TPR repeat region circular profile;;PS50005,,TPR repeat profile
Q01462	PS00064,,L-lactate dehydrogenase active site
Q01465	
Q01473	PS51755,,OmpR/PhoB-type DNA-binding domain profile;;PS50110,,Response regulatory domain profile
Q01950	PS51441,,CpcD-like domain profile
Q01951	
Q01952	
Q02054	PS50075,,Carrier protein (CP) domain profile;;PS00012,,Phosphopantetheine attachment site
Q02170	PS50249,,MPN domain profile;;PS01302,,Uncharacterized protein family UPF0758 signature
Q02DS7	
Q02DZ3	
Q02E25	
Q02E40	PS00710,,Phosphoglucomutase and phosphomannomutase phosphoserine signature
Q02EA7	
Q02EW8	PS01143,,Ribosomal protein L31 signature
Q02F83	PS01048,,Ribosomal protein S6 signature
Q02FR1	PS01036,,Heat shock hsp70 proteins family signature 3;;PS00329,,Heat shock hsp70 proteins family signature 2;;PS00297,,Heat shock hsp70 proteins family signature 1
Q02G03	
Q02H55	PS00296,,Chaperonins cpn60 signature
Q02HS3	PS51713,,Era-type guanine nucleotide-binding (G) domain profile;;PS50823,,Type-2 KH domain profile
Q02I11	
Q02I31	
Q02K73	PS50975,,ATP-grasp fold profile;;PS01217,,ATP-citrate lyase / succinyl-CoA ligases family signature 3
Q02K94	PS00606,,Beta-ketoacyl synthases active site
Q02KR1	PS00742,,PEP-utilizing enzymes signature 2;;PS00370,,PEP-utilizing enzymes phosphorylation site signature
Q02KR3	
Q02KT5	PS00178,,Aminoacyl-transfer RNA synthetases class-I signature
Q02L18	
Q02L47	
Q02M20	
Q02MN4	
Q02NB5	PS00470,,Isocitrate and isopropylmalate dehydrogenases signature
Q02PA2	
Q02PG5	PS00071,,Glyceraldehyde 3-phosphate dehydrogenase active site
Q02PH8	PS00166,,Enoyl-CoA hydratase/isomerase signature;;PS00067,,3-hydroxyacyl-CoA dehydrogenase signature
Q02QC9	PS00123,,Alkaline phosphatase active site
Q02QI1	PS50801,,STAS domain profile
Q02RA7	PS00164,,Enolase signature
Q02RJ6	
Q02SH2	
