Protein	Family,,Description,,Region
P9WH53	3.30.1320.10,,,,1-101
P9WH82	N/A,,N/A,,N/A
P9WH83	3.30.1440.10,,,,6-186
P9WH87	2.40.50.620,,,,34-100;;2.40.30.10,,Translation factors,,126-215
P9WHA1	2.30.170.50,,,,1-70
P9WHA7	1.10.287.310,,,,6-69
P9WHB3	2.40.50.100,,,,21-86
P9WHB7	2.30.30.30,,,,1-104
P9WHC1	3.90.470.10,,Ribosomal Protein L22; Chain A,,9-151
P9WHC7	3.40.50.790,,,,68-159;;3.30.190.20,,,,25-67,160-225
P9WHD1	3.30.420.100,,,,8-122
P9WHD2	N/A,,N/A,,N/A
P9WHD3	3.90.1030.10,,,,1-116
P9WHE0	N/A,,N/A,,N/A
P9WHE1	3.90.1180.10,,,,3-146
P9WHF3	2.40.50.140,,Nucleic acid-binding proteins,,34-78,223-307;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,309-592
P9WHG1	1.20.58.410,,Release factor,,4-117;;3.30.70.1660,,,,131-226,322-359;;3.30.160.20,,,,227-321
P9WHG9	1.10.3210.10,,Hypothetical protein af1432,,7-197;;3.30.460.10,,Beta Polymerase, domain 2,,199-331;;3.10.20.30,,,,393-465;;3.30.70.260,,,,657-737
P9WHI9	1.20.1050.90,,,,120-320;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,7-119,321-353
P9WHJ5	2.20.28.270,,,,1-79
P9WHK5	3.40.1160.10,,,,22-261
P9WHK7	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-297;;3.40.50.880,,,,298-552
P9WHM1	3.40.50.7700,,,,1-174
P9WHN5	N/A,,N/A,,N/A
P9WHP5	N/A,,N/A,,N/A
P9WHQ1	3.10.290.10,,Structural Genomics Hypothetical 15.5 Kd Protein In Mrca-pcka Intergenic Region; Chain,,9-70;;3.30.70.580,,,,78-139,231-238;;3.30.70.1560,,Alpha-L RNA-binding motif ,,140-230
P9WHR1	3.10.580.10,,CBS-domain,,229-368
P9WHS1	3.40.140.10,,Cytidine Deaminase, domain 2,,10-146
P9WHT2	N/A,,N/A,,N/A
P9WHT3	3.40.220.10,,Leucine Aminopeptidase, subunit E, domain 1,,21-172;;3.40.630.10,,Zn peptidases,,173-515
P9WHU1	3.60.20.10,,Glutamine Phosphoribosylpyrophosphate, subunit 1, domain 1,,1-248
P9WHU7	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,5-171;;1.10.3730.10,,ProC C-terminal domain-like,,172-293
P9WHV0	N/A,,N/A,,N/A
P9WHV1	3.40.605.10,,Aldehyde Dehydrogenase; Chain A, domain 1,,27-234,372-408;;3.40.309.10,,Aldehyde Dehydrogenase; Chain A, domain 2,,235-371
P9WHV7	3.40.50.10330,,Probable inorganic polyphosphate/atp-NAD kinase; domain 1,,1-45;;3.40.50.10330,,Probable inorganic polyphosphate/atp-NAD kinase; domain 1,,68-139,277-297;;2.60.200.30,,Probable inorganic polyphosphate/atp-NAD kinase; domain 2,,140-276
P9WHW3	2.40.100.10,,Cyclophilin-like,,12-182
P9WHW5	3.60.40.10,,Phosphatase 2c; Domain 1,,4-239
P9WI27	1.20.1260.20,,,,1-171
P9WI41	1.20.1260.20,,,,5-175
P9WI47	1.20.1260.20,,,,5-178
P9WI48	N/A,,N/A,,N/A
P9WI49	1.20.1260.20,,,,1-172
P9WI55	3.90.80.10,,Inorganic Pyrophosphatase,,1-162
P9WI62	N/A,,N/A,,N/A
P9WI63	3.30.200.20,,Phosphorylase Kinase; domain 1,,8-98;;1.10.510.10,,Transferase(Phosphotransferase) domain 1,,100-284
P9WI64	N/A,,N/A,,N/A
P9WI65	3.30.200.20,,Phosphorylase Kinase; domain 1,,17-105;;1.10.510.10,,Transferase(Phosphotransferase) domain 1,,109-294;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,336-498;;1.25.40.10,,,,773-1110
P9WI66	N/A,,N/A,,N/A
P9WI67	3.30.200.20,,Phosphorylase Kinase; domain 1,,3-93;;1.10.510.10,,Transferase(Phosphotransferase) domain 1,,100-282;;3.40.1000.70,,,,391-588
P9WI69	3.30.200.20,,Phosphorylase Kinase; domain 1,,1-91;;1.10.510.10,,Transferase(Phosphotransferase) domain 1,,92-261
P9WI70	N/A,,N/A,,N/A
P9WI71	3.30.200.20,,Phosphorylase Kinase; domain 1,,14-95;;1.10.510.10,,Transferase(Phosphotransferase) domain 1,,97-290;;3.40.1000.70,,,,433-626
P9WI72	N/A,,N/A,,N/A
P9WI73	1.10.510.10,,Transferase(Phosphotransferase) domain 1,,238-394;;3.30.200.20,,Phosphorylase Kinase; domain 1,,103-237;;1.25.40.10,,,,421-452,595-745;;1.25.40.10,,,,412-420,453-594
P9WI74	N/A,,N/A,,N/A
P9WI75	3.30.200.20,,Phosphorylase Kinase; domain 1,,1-91;;1.10.510.10,,Transferase(Phosphotransferase) domain 1,,100-277
P9WI76	N/A,,N/A,,N/A
P9WI77	3.30.200.20,,Phosphorylase Kinase; domain 1,,14-95;;1.10.510.10,,Transferase(Phosphotransferase) domain 1,,97-289;;3.40.30.10,,Glutaredoxin,,377-565
P9WI78	N/A,,N/A,,N/A
P9WI79	3.30.200.20,,Phosphorylase Kinase; domain 1,,13-94;;1.10.510.10,,Transferase(Phosphotransferase) domain 1,,96-290;;2.120.10.30,,TolB, C-terminal domain,,403-664
P9WI80	N/A,,N/A,,N/A
P9WI81	3.30.200.20,,Phosphorylase Kinase; domain 1,,1-94;;1.10.510.10,,Transferase(Phosphotransferase) domain 1,,96-284;;3.30.10.20,,,,357-423;;3.30.10.20,,,,424-491;;3.30.10.20,,,,492-556;;3.30.10.20,,,,557-626
P9WI82	N/A,,N/A,,N/A
P9WI83	3.30.200.20,,Phosphorylase Kinase; domain 1,,1-97;;1.10.510.10,,Transferase(Phosphotransferase) domain 1,,99-282
P9WIA1	3.40.50.2300,,,,1-163
P9WIC5	3.40.1410.10,,Chorismate lyase-like,,13-185
P9WIC7	3.40.50.1240,,Phosphoglycerate mutase-like,,1-223
P9WID5	3.40.1190.20,,,,1-324
P9WIE3	3.40.30.10,,Glutaredoxin,,1-152
P9WIE5	1.10.520.10,,,,32-198,402-434;;1.10.420.20,,,,199-401;;1.10.520.10,,,,437-592,716-739;;1.10.420.10,,Peroxidase, domain 2,,593-715
P9WIF8	N/A,,N/A,,N/A
P9WIF9	1.10.287.850,,HP0062-like,,1-98
P9WIG1	1.10.287.850,,HP0062-like,,1-98
P9WIG4	N/A,,N/A,,N/A
P9WIG5	1.10.287.850,,HP0062-like,,1-98
P9WIH2	N/A,,N/A,,N/A
P9WIH3	3.90.228.20,,,,245-314,400-602;;2.170.8.10,,Phosphoenolpyruvate Carboxykinase, domain 2,,57-81,315-399;;3.40.449.10,,Phosphoenolpyruvate Carboxykinase, domain 1,,21-56,82-244
P9WII8	N/A,,N/A,,N/A
P9WII9	3.20.20.70,,Aldolase class I,,6-299
P9WIJ9	3.90.1530.30,,,,74-141;;1.10.10.2830,,,,142-256
P9WIM7	N/A,,N/A,,N/A
P9WIM9	N/A,,N/A,,N/A
P9WIN1	3.30.420.40,,,,10-122;;3.30.420.40,,,,123-262
P9WIP3	N/A,,N/A,,N/A
P9WIP7	3.30.60.230,,,,1-61;;1.20.890.50,,,,78-112
P9WIP9	1.20.5.1230,,Apolipoprotein A-I ,,12-135
P9WIR7	N/A,,N/A,,N/A
P9WIS5	3.30.559.10,,Chloramphenicol Acetyltransferase,,86-341;;1.10.287.1150,,TPP helical domain,,362-447;;3.40.50.970,,,,448-815;;3.40.50.12470,,,,837-1090;;3.40.50.11610,,,,1091-1231
P9WIT2	N/A,,N/A,,N/A
P9WIT3	3.30.43.10,,Uridine Diphospho-n-acetylenolpyruvylglucosamine Reductase, domain 2,,2-68;;3.30.465.10,,,,70-193;;3.30.70.2520,,,,297-388;;1.10.45.10,,Vanillyl-alcohol Oxidase; Chain A, domain 4,,390-427
P9WIT5	N/A,,N/A,,N/A
P9WIU9	3.30.70.940,,N-utilization substance G protein NusG, N-terminal domain,,43-160;;2.30.30.30,,,,177-238
P9WIW3	N/A,,N/A,,N/A
P9WIW7	1.20.58.1610,,,,1-128
P9WIX7	3.90.79.10,,Nucleoside Triphosphate Pyrophosphohydrolase,,56-205
P9WIZ7	3.40.109.10,,NADH Oxidase,,13-116;;3.40.109.10,,NADH Oxidase,,118-336
P9WIZ9	3.40.109.10,,NADH Oxidase,,1-104;;3.40.109.10,,NADH Oxidase,,105-329
P9WJ07	N/A,,N/A,,N/A
P9WJ09	N/A,,N/A,,N/A
P9WJ41	N/A,,N/A,,N/A
P9WJ68	N/A,,N/A,,N/A
P9WJ69	N/A,,N/A,,N/A
P9WJ85	N/A,,N/A,,N/A
P9WJ94	N/A,,N/A,,N/A
P9WJ95	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,47-288
P9WJ96	N/A,,N/A,,N/A
P9WJ97	N/A,,N/A,,N/A
P9WJA3	3.10.580.10,,CBS-domain,,1-127
P9WJA8	N/A,,N/A,,N/A
P9WJA9	2.60.200.20,,,,24-159
P9WJB5	2.60.200.20,,,,49-154
P9WJB7	1.10.260.40,,lambda repressor-like DNA-binding domains,,1-92
P9WJB9	3.30.1310.10,,,,9-112
P9WJC3	N/A,,N/A,,N/A
P9WJC4	N/A,,N/A,,N/A
P9WJC5	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,418-656
P9WJD9	N/A,,N/A,,N/A
P9WJG3	2.30.30.840,,,,1-60;;1.20.58.1290,,,,61-162
P9WJG5	N/A,,N/A,,N/A
P9WJH6	N/A,,N/A,,N/A
P9WJH7	3.30.70.141,,,,1-136
P9WJK2	N/A,,N/A,,N/A
P9WJK3	3.30.200.20,,Phosphorylase Kinase; domain 1,,699-791;;1.10.510.10,,Transferase(Phosphotransferase) domain 1,,792-944
P9WJL7	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,11-103;;3.40.1190.10,,,,104-326;;3.90.190.20,,,,327-485
P9WJM3	3.40.50.1580,,,,1-253
P9WJP1	3.40.50.150,,Vaccinia Virus protein VP39,,65-181,288-376;;1.10.150.170,,Putative methyltransferase TM0872, insert domain,,182-287
P9WJQ7	3.40.980.10,,Molybdenum cofactor biosynthesis proteins,,189-332;;2.170.190.11,,Molybdopterin biosynthesis moea protein, domain 3.,,44-155;;3.90.105.10,,Molybdopterin biosynthesis moea protein, domain 2,,22-43,156-188;;2.40.340.10,,MoeA C-terminal domain-like,,344-419
P9WJQ9	3.90.550.10,,Spore Coat Polysaccharide Biosynthesis Protein SpsA; Chain A,,14-198
P9WJR9	3.30.70.640,,,,6-164
P9WJT0	N/A,,N/A,,N/A
P9WJT1	2.60.40.2880,,,,212-299
P9WJT8	N/A,,N/A,,N/A
P9WJT9	1.20.1640.10,,Multidrug efflux transporter AcrB transmembrane domain,,161-344
P9WJU0	N/A,,N/A,,N/A
P9WJU1	N/A,,N/A,,N/A
P9WJV4	N/A,,N/A,,N/A
P9WJV5	1.20.1640.10,,Multidrug efflux transporter AcrB transmembrane domain,,161-342
P9WJX5	1.20.1250.20,,MFS general substrate transporter like domains,,11-398
P9WJY9	1.10.1740.110,,,,187-291;;3.40.50.1820,,,,28-186,292-363
P9WK07	3.20.20.210,,,,391-510,526-757;;3.20.20.210,,,,14-390,511-525
P9WK13	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,1-155;;3.90.110.10,,L-2-Hydroxyisocaproate Dehydrogenase, subunit A, domain 2,,156-329
P9WK17	2.170.170.11,,Malate synthase G - maily-beta sub-domain,,135-263;;3.20.20.360,,Malate synthase, domain 3,,9-134,264-584;;1.20.1220.12,,,,585-741
P9WK24	N/A,,N/A,,N/A
P9WK25	3.40.50.10380,,Aminoacid dehydrogenase-like, N-terminal domain. Chain A,,9-262;;3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,263-548
P9WK46	N/A,,N/A,,N/A
P9WK47	2.50.20.20,,,,52-261
P9WK55	2.50.20.20,,,,40-244
P9WK87	3.40.50.1820,,,,11-319
P9WK89	1.10.260.130,,,,237-330;;3.40.50.1820,,,,33-236,331-403
P9WK93	N/A,,N/A,,N/A
P9WK95	3.20.19.10,,Aconitase, domain 4,,1-168
P9WK99	N/A,,N/A,,N/A
P9WKA4	N/A,,N/A,,N/A
P9WKA5	N/A,,N/A,,N/A
P9WKD0	N/A,,N/A,,N/A
P9WKD1	3.40.710.10,,DD-peptidase/beta-lactamase superfamily,,137-183,219-368,387-483;;3.90.1310.10,,Penicillin-binding protein 2a (Domain 2),,57-136,184-218,369-386
P9WKD3	3.40.710.10,,DD-peptidase/beta-lactamase superfamily,,43-306
P9WKD9	2.40.290.10,,,,3-185
P9WKE5	2.40.33.10,,PK beta-barrel domain-like,,71-167;;3.20.20.60,,Phosphoenolpyruvate-binding domains,,3-70,168-333;;3.40.1380.20,,,,334-462
P9WKE8	N/A,,N/A,,N/A
P9WKE9	3.30.63.10,,Guanylate Kinase phosphate binding domain,,52-115;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,22-51,116-196
P9WKF4	N/A,,N/A,,N/A
P9WKF5	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-180
P9WKG3	3.20.20.20,,Dihydropteroate (DHP) synthetase,,11-271;;3.30.413.10,,Sulfite Reductase Hemoprotein, domain 1,,273-371
P9WKH1	1.10.600.10,,Farnesyl Diphosphate Synthase,,22-359
P9WKH5	1.10.10.10,,""winged helix"" repressor DNA binding domain,,4-69
P9WKI3	3.20.20.70,,Aldolase class I,,10-476
P9WKK3	2.40.50.140,,Nucleic acid-binding proteins,,1-73
P9WKL9	N/A,,N/A,,N/A
P9WKM1	N/A,,N/A,,N/A
P9WKP5	N/A,,N/A,,N/A
P9WKQ4	N/A,,N/A,,N/A
P9WKQ5	N/A,,N/A,,N/A
P9WKR5	1.20.1250.20,,MFS general substrate transporter like domains,,117-527
P9WKS5	N/A,,N/A,,N/A
P9WKT1	N/A,,N/A,,N/A
P9WKT7	1.10.1660.10,,,,21-72
P9WKU2	N/A,,N/A,,N/A
P9WKU3	N/A,,N/A,,N/A
P9WKV6	N/A,,N/A,,N/A
P9WKV7	N/A,,N/A,,N/A
P9WKV9	N/A,,N/A,,N/A
P9WKW5	N/A,,N/A,,N/A
P9WKX3	N/A,,N/A,,N/A
P9WKZ5	N/A,,N/A,,N/A
P9WL07	3.40.109.10,,NADH Oxidase,,1-99;;3.40.109.10,,NADH Oxidase,,100-323
P9WL15	N/A,,N/A,,N/A
P9WL20	N/A,,N/A,,N/A
P9WL21	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,33-203;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,221-420
P9WL61	3.30.160.240,,,,13-93
P9WL91	N/A,,N/A,,N/A
P9WLH5	3.30.420.10,,,,1-140;;3.40.50.1240,,Phosphoglycerate mutase-like,,165-364
P9WLI1	N/A,,N/A,,N/A
P9WLI5	N/A,,N/A,,N/A
P9WLI8	N/A,,N/A,,N/A
P9WLI9	N/A,,N/A,,N/A
P9WLK1	N/A,,N/A,,N/A
P9WLK3	N/A,,N/A,,N/A
P9WLK5	N/A,,N/A,,N/A
P9WLM1	3.40.50.2020,,,,18-68,132-219;;3.30.1310.20,,PRTase-like,,69-131;;1.20.1440.30,,Biosynthetic Protein domain,,379-519;;3.30.1870.10,,EreA-like; domain 2,,296-378;;3.40.1660.10,,EreA-like (biosynthetic domain),,258-295,520-657
P9WLM3	N/A,,N/A,,N/A
P9WLN6	N/A,,N/A,,N/A
P9WLN7	3.50.50.60,,,,64-200
P9WLP5	N/A,,N/A,,N/A
P9WLQ2	N/A,,N/A,,N/A
P9WLQ3	N/A,,N/A,,N/A
P9WLT1	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,58-317
P9WLT5	N/A,,N/A,,N/A
P9WLW5	N/A,,N/A,,N/A
P9WLZ6	N/A,,N/A,,N/A
P9WLZ7	3.30.450.20,,,,1-147;;3.60.40.10,,Phosphatase 2c; Domain 1,,168-397;;3.30.565.10,,,,398-539;;3.30.750.24,,SpoIIaa-like,,555-649
P9WM02	N/A,,N/A,,N/A
P9WM03	3.20.20.30,,FMN dependent fluorescent proteins,,12-336
P9WM21	1.20.1540.10,,Rhomboid-like domains,,36-229
P9WM25	N/A,,N/A,,N/A
P9WM30	N/A,,N/A,,N/A
P9WM31	N/A,,N/A,,N/A
P9WM43	N/A,,N/A,,N/A
P9WM59	N/A,,N/A,,N/A
P9WM83	2.30.30.440,,,,1-80
P9WMA6	N/A,,N/A,,N/A
P9WMA7	N/A,,N/A,,N/A
P9WMB5	N/A,,N/A,,N/A
P9WMC1	1.10.10.60,,Homeodomain-like,,22-67;;1.10.357.10,,Tetracycline Repressor, domain 2,,68-216
P9WME1	1.10.357.10,,Tetracycline Repressor, domain 2,,2-188
P9WME3	1.10.10.10,,""winged helix"" repressor DNA binding domain,,1-141
P9WME7	1.10.1660.10,,,,10-87
P9WMF9	3.40.50.12740,,,,2-208
P9WMH1	1.10.10.10,,""winged helix"" repressor DNA binding domain,,1-73;;1.10.60.10,,Iron-dependent repressor protein, dimerization domain,,74-140;;2.30.30.90,,,,151-230
P9WMH3	2.60.120.10,,Jelly Rolls,,1-146;;1.10.10.10,,""winged helix"" repressor DNA binding domain,,147-224
P9WMH9	1.10.260.40,,lambda repressor-like DNA-binding domains,,18-103
P9WMI9	1.10.10.10,,""winged helix"" repressor DNA binding domain,,1-89
P9WMJ7	3.30.565.10,,,,1-231;;3.30.230.80,,,,246-417;;3.40.50.11260,,,,419-508;;1.20.120.790,,,,509-644
P9WMJ9	3.90.640.10,,Actin; Chain A, domain 4,,200-288;;3.30.420.40,,,,162-199,289-339;;3.30.420.40,,,,5-159,340-350;;2.60.34.10,,Substrate Binding Domain Of DNAk; Chain A, domain 1,,351-480;;1.20.1270.10,,,,481-586
P9WMK0	N/A,,N/A,,N/A
P9WMK1	2.60.40.790,,,,3-141
P9WMK7	4.10.520.10,,IHF-like DNA-binding proteins,,1-99
P9WML1	3.30.428.10,,HIT family, subunit A,,1-144
P9WML8	N/A,,N/A,,N/A
P9WML9	3.30.230.40,,Imidazole glycerol phosphate dehydratase; domain 1,,1-98;;3.30.230.40,,Imidazole glycerol phosphate dehydratase; domain 1,,99-210
P9WMM3	3.20.20.70,,Aldolase class I,,12-267
P9WMN4	N/A,,N/A,,N/A
P9WMN5	2.60.300.12,,HesB-like domain,,14-118
P9WMN9	3.40.640.10,,Type I PLP-dependent aspartate aminotransferase-like (Major domain),,83-348;;3.90.1150.10,,Aspartate Aminotransferase, domain 1,,20-82,349-442
P9WMQ1	1.10.10.160,,,,125-207;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,23-124,208-298;;1.10.486.10,,PCRA; domain 4,,408-587;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,305-407,588-672
P9WMQ6	N/A,,N/A,,N/A
P9WMQ7	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,268-486;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,487-670;;2.40.50.140,,Nucleic acid-binding proteins,,43-143,169-174
P9WMQ9	1.10.8.630,,,,1-106;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,151-301
P9WMR1	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,2-191;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,192-447;;1.10.3380.30,,,,449-477;;1.20.1500.20,,,,478-542;;1.10.3380.30,,,,701-900;;1.20.1500.20,,,,652-700
P9WMS5	3.40.50.1000,,,,1-206
P9WMT4	N/A,,N/A,,N/A
P9WMT5	3.90.20.20,,,,41-130;;2.30.22.10,,Head domain of nucleotide exchange factor GrpE,,131-195
P9WMT9	1.10.287.180,,,,5-76;;3.10.50.30,,,,82-163
P9WMU0	N/A,,N/A,,N/A
P9WMU1	N/A,,N/A,,N/A
P9WMU4	N/A,,N/A,,N/A
P9WMU5	3.40.50.12300,,,,2-312
P9WMV1	3.30.70.1230,,Adenylyl Cyclase, chain A,,71-251
P9WMW1	3.40.50.2000,,Glycogen Phosphorylase B;,,122-193;;3.40.50.2000,,Glycogen Phosphorylase B;,,233-438;;3.40.50.2000,,Glycogen Phosphorylase B;,,492-759
P9WN21	3.30.540.10,,Fructose-1,6-Bisphosphatase, subunit A, domain 1,,35-150,313-338;;3.40.190.90,,,,151-312
P9WN26	N/A,,N/A,,N/A
P9WN27	3.30.460.100,,,,98-319;;1.20.120.330,,Nucleotidyltransferases  domain 2,,329-485;;3.30.460.100,,,,598-833;;1.20.120.330,,Nucleotidyltransferases  domain 2,,840-994
P9WN31	3.30.70.120,,,,1-112
P9WN39	3.10.20.70,,Glutamine synthetase, N-terminal domain,,5-107;;3.30.590.10,,Glutamine synthetase/guanido kinase,,108-466
P9WN40	N/A,,N/A,,N/A
P9WN41	3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,1-138;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,177-258,343-365;;3.40.120.10,,Alpha-D-Glucose-1,6-Bisphosphate, subunit A, domain 3,,259-342;;3.30.310.50,,Major birch pollen allergen Bet v 1,,373-447
P9WN47	3.40.50.150,,Vaccinia Virus protein VP39,,57-197,287-314
P9WN51	3.30.1360.120,,Probable tRNA modification gtpase trme; domain 1,,11-55,142-236;;3.30.70.1400,,Aminomethyltransferase beta-barrel domains,,56-141;;4.10.1250.10,,Aminomethyltransferase  fragment,,240-279;;2.40.30.110,,Aminomethyltransferase beta-barrel domains,,283-367
P9WN59	1.10.20.60,,,,1-94
P9WN83	3.30.360.10,,Dihydrodipicolinate Reductase; domain 2,,157-320;;3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,4-156,321-330
P9WN93	1.10.275.10,,Fumarase/aspartase (N-terminal domain),,11-137;;1.20.200.10,,Fumarase/aspartase (Central domain),,138-407;;1.10.40.30,,Fumarase/aspartase (C-terminal domain),,408-463
P9WN95	3.40.50.1440,,,,1-217;;3.30.1330.20,,,,218-320
P9WN97	N/A,,N/A,,N/A
P9WN99	N/A,,N/A,,N/A
P9WNA0	N/A,,N/A,,N/A
P9WNA1	N/A,,N/A,,N/A
P9WNA2	N/A,,N/A,,N/A
P9WNA3	3.30.980.40,,,,344-446;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,447-736;;1.10.10.10,,""winged helix"" repressor DNA binding domain,,756-817
P9WND5	3.20.20.70,,Aldolase class I,,34-407
P9WNE5	1.20.1260.10,,,,1-181
P9WNF5	2.30.180.10,,FAS1 domain,,31-193
P9WNG2	N/A,,N/A,,N/A
P9WNG3	3.40.47.10,,,,1-182;;3.40.47.10,,,,183-332
P9WNG9	3.40.50.620,,HUPs,,2-185;;3.40.50.1220,,TPP-binding domain,,188-318
P9WNH1	3.40.50.1820,,,,1-262
P9WNH5	3.40.50.1820,,,,1-290
P9WNI1	1.10.287.1060,,ESAT-6 like,,3-95
P9WNI3	1.10.287.1060,,ESAT-6 like,,1-98
P9WNI5	1.10.287.1060,,ESAT-6 like,,1-98
P9WNJ3	N/A,,N/A,,N/A
P9WNJ7	1.10.287.1060,,ESAT-6 like,,1-98
P9WNJ9	1.10.287.1060,,ESAT-6 like,,1-98
P9WNK5	1.10.287.1060,,ESAT-6 like,,1-96
P9WNK7	1.10.287.1060,,ESAT-6 like,,2-86
P9WNK9	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,2-186;;3.30.300.20,,,,187-300
P9WNM5	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,2-214;;2.40.30.10,,Translation factors,,215-307;;2.40.30.10,,Translation factors,,309-415;;3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,424-614
P9WNM9	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,19-291;;2.40.30.10,,Translation factors,,300-437;;3.30.70.870,,Elongation Factor G (Translational Gtpase), domain 3,,454-503;;3.30.70.240,,,,625-696;;3.30.230.10,,,,505-624,697-707
P9WNN0	N/A,,N/A,,N/A
P9WNN1	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,1-204;;2.40.30.10,,Translation factors,,207-336;;2.40.30.10,,Translation factors,,340-395
P9WNN7	3.90.226.10,,2-enoyl-CoA Hydratase; Chain A, domain 1,,17-224;;1.10.12.10,,Lyase 2-enoyl-coa Hydratase, Chain  A, domain 2,,225-285
P9WNN9	3.90.226.10,,2-enoyl-CoA Hydratase; Chain A, domain 1,,2-199;;1.10.12.10,,Lyase 2-enoyl-coa Hydratase, Chain  A, domain 2,,200-256
P9WNP1	3.90.226.10,,2-enoyl-CoA Hydratase; Chain A, domain 1,,1-243
P9WNP5	3.90.226.10,,2-enoyl-CoA Hydratase; Chain A, domain 1,,17-253;;1.10.12.100,,,,254-281
P9WNP9	3.10.20.90,,Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1,,18-104
P9WNQ1	3.10.20.90,,Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1,,7-84
P9WNQ3	3.10.20.90,,Phosphatidylinositol 3-kinase Catalytic Subunit; Chain A, domain 1,,4-91
P9WNR1	2.40.50.900,,,,79-136,454-459;;2.40.50.910,,,,238-320
P9WNU7	N/A,,N/A,,N/A
P9WNV1	1.10.287.610,,Helix hairpin bin,,1-77;;3.30.470.90,,,,78-327;;2.40.50.140,,Nucleic acid-binding proteins,,328-399;;2.20.70.80,,,,401-440;;1.10.150.20,,5' to 3' exonuclease, C-terminal subdomain,,443-521;;1.10.150.20,,5' to 3' exonuclease, C-terminal subdomain,,522-602;;3.40.50.10190,,,,606-688
P9WNV3	3.30.70.3300,,,,131-261;;3.30.470.30,,DNA ligase/mRNA capping enzyme,,484-593;;3.30.1490.70,,,,465-483,594-635;;2.40.50.140,,Nucleic acid-binding proteins,,639-759
P9WNV5	1.10.3260.10,,ATP-dependent DNA ligase DNA-binding domain,,1-182;;3.30.470.30,,DNA ligase/mRNA capping enzyme,,183-380;;2.40.50.140,,Nucleic acid-binding proteins,,381-507
P9WNV8	N/A,,N/A,,N/A
P9WNV9	1.10.287.110,,,,1-79;;2.60.260.20,,Urease metallochaperone UreE, N-terminal domain,,147-176,238-279;;2.10.230.10,,DnaJ/Hsp40 cysteine-rich domain,,177-237;;2.60.260.20,,Urease metallochaperone UreE, N-terminal domain,,284-386
P9WNW3	3.40.50.300,,P-loop containing nucleotide triphosphate hydrolases,,153-332;;1.10.8.60,,,,334-405;;1.10.1750.10,,,,407-507
P9WNX2	N/A,,N/A,,N/A
P9WNX3	3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,7-97,280-305;;3.40.50.720,,NAD(P)-binding Rossmann-like Domain,,98-279;;3.30.1330.90,,D-3-phosphoglycerate dehydrogenase; domain 3,,315-453;;3.30.70.260,,,,454-528
P9WNY0	N/A,,N/A,,N/A
P9WNY1	3.40.605.10,,Aldehyde Dehydrogenase; Chain A, domain 1,,24-266,466-493;;3.40.309.10,,Aldehyde Dehydrogenase; Chain A, domain 2,,267-465
P9WNZ0	N/A,,N/A,,N/A
P9WNZ1	3.40.50.1950,,,,7-185;;3.40.50.10300,,CoaB-like,,186-416
P9WP13	2.30.110.10,,Electron Transport, Fmn-binding Protein; Chain A,,9-148
P9WP15	2.30.110.10,,Electron Transport, Fmn-binding Protein; Chain A,,14-151
P9WP37	1.20.810.10,,Cytochrome Bc1 Complex; Chain C,,12-445
P9WP49	1.20.58.1000,,,,1-88
P9WP59	3.40.50.10310,,Creatininase,,10-243
P9WP65	3.60.21.10,,,,1-298
P9WP67	1.20.120.80,,,,20-203
