Protein	ID,,Description
P11447	ecj00220,,Arginine biosynthesis;;ecj00250,,Alanine, aspartate and glutamate metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01130,,Biosynthesis of antibiotics;;ecj01230,,Biosynthesis of amino acids;;eco00220,,Arginine biosynthesis;;eco00250,,Alanine, aspartate and glutamate metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01130,,Biosynthesis of antibiotics;;eco01230,,Biosynthesis of amino acids
P11454	ecj01053,,Biosynthesis of siderophore group nonribosomal peptides;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01130,,Biosynthesis of antibiotics;;eco01053,,Biosynthesis of siderophore group nonribosomal peptides;;eco01110,,Biosynthesis of secondary metabolites;;eco01130,,Biosynthesis of antibiotics
P11502	N/A,,N/A
P11513	sai03020,,RNA polymerase
P11830	sen01130,,Biosynthesis of antibiotics
P11875	ecj00970,,Aminoacyl-tRNA biosynthesis;;eco00970,,Aminoacyl-tRNA biosynthesis
P12042	bsu00230,,Purine metabolism;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01130,,Biosynthesis of antibiotics
P12043	bsu00230,,Purine metabolism;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01130,,Biosynthesis of antibiotics
P12046	bsu00230,,Purine metabolism;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01130,,Biosynthesis of antibiotics
P12048	bsu00230,,Purine metabolism;;bsu00670,,One carbon pool by folate;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01130,,Biosynthesis of antibiotics
P12425	bsu00220,,Arginine biosynthesis;;bsu00250,,Alanine, aspartate and glutamate metabolism;;bsu00630,,Glyoxylate and dicarboxylate metabolism;;bsu00910,,Nitrogen metabolism;;bsu01100,,Metabolic pathways;;bsu01120,,Microbial metabolism in diverse environments;;bsu01230,,Biosynthesis of amino acids;;bsu02020,,Two-component system
P12464	bsu03020,,RNA polymerase
P12669	N/A,,N/A
P12758	ecj00240,,Pyrimidine metabolism;;ecj01100,,Metabolic pathways;;eco00240,,Pyrimidine metabolism;;eco01100,,Metabolic pathways
P12784	N/A,,N/A
P12873	bsu03010,,Ribosome
P12875	bsu03010,,Ribosome
P12877	bsu03010,,Ribosome
P12879	bsu03010,,Ribosome
P12975	syn00195,,Photosynthesis;;syn01100,,Metabolic pathways
P13024	N/A,,N/A
P13029	ecj00360,,Phenylalanine metabolism;;ecj00380,,Tryptophan metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;eco00360,,Phenylalanine metabolism;;eco00380,,Tryptophan metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites
P13035	ecj00564,,Glycerophospholipid metabolism;;ecj01110,,Biosynthesis of secondary metabolites;;eco00564,,Glycerophospholipid metabolism;;eco01110,,Biosynthesis of secondary metabolites
P13039	N/A,,N/A
P13128	lmo02024,,Quorum sensing
P13243	bsu00010,,Glycolysis / Gluconeogenesis;;bsu00030,,Pentose phosphate pathway;;bsu00051,,Fructose and mannose metabolism;;bsu00680,,Methane metabolism;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01120,,Microbial metabolism in diverse environments;;bsu01130,,Biosynthesis of antibiotics;;bsu01200,,Carbon metabolism;;bsu01230,,Biosynthesis of amino acids
P13267	bsu03030,,DNA replication;;bsu03430,,Mismatch repair;;bsu03440,,Homologous recombination
P13484	N/A,,N/A
P13485	N/A,,N/A
P13714	bsu00010,,Glycolysis / Gluconeogenesis;;bsu00270,,Cysteine and methionine metabolism;;bsu00620,,Pyruvate metabolism;;bsu00640,,Propanoate metabolism;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01120,,Microbial metabolism in diverse environments;;bsu01130,,Biosynthesis of antibiotics
P13799	bsu02020,,Two-component system
P13800	bsu02020,,Two-component system;;bsu02024,,Quorum sensing
P13927	N/A,,N/A
P13981	pae00220,,Arginine biosynthesis;;pae01100,,Metabolic pathways;;pae01110,,Biosynthesis of secondary metabolites;;pae01130,,Biosynthesis of antibiotics
P14175	ecj02010,,ABC transporters;;eco02010,,ABC transporters
P14192	bsu00520,,Amino sugar and nucleotide sugar metabolism;;bsu01100,,Metabolic pathways;;bsu01130,,Biosynthesis of antibiotics
P14193	bsu00030,,Pentose phosphate pathway;;bsu00230,,Purine metabolism;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01120,,Microbial metabolism in diverse environments;;bsu01130,,Biosynthesis of antibiotics;;bsu01200,,Carbon metabolism;;bsu01230,,Biosynthesis of amino acids
P14407	ecj00020,,Citrate cycle (TCA cycle);;ecj00620,,Pyruvate metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01120,,Microbial metabolism in diverse environments;;ecj01130,,Biosynthesis of antibiotics;;ecj01200,,Carbon metabolism;;eco00020,,Citrate cycle (TCA cycle);;eco00620,,Pyruvate metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01120,,Microbial metabolism in diverse environments;;eco01130,,Biosynthesis of antibiotics;;eco01200,,Carbon metabolism
P14577	bsu03010,,Ribosome
P14900	ecj00471,,D-Glutamine and D-glutamate metabolism;;ecj00550,,Peptidoglycan biosynthesis;;ecj01100,,Metabolic pathways;;eco00471,,D-Glutamine and D-glutamate metabolism;;eco00550,,Peptidoglycan biosynthesis;;eco01100,,Metabolic pathways
P14949	N/A,,N/A
P14951	bsu03420,,Nucleotide excision repair
P15042	ecj03030,,DNA replication;;ecj03410,,Base excision repair;;ecj03420,,Nucleotide excision repair;;ecj03430,,Mismatch repair;;eco03030,,DNA replication;;eco03410,,Base excision repair;;eco03420,,Nucleotide excision repair;;eco03430,,Mismatch repair
P15106	sco00220,,Arginine biosynthesis;;sco00250,,Alanine, aspartate and glutamate metabolism;;sco00630,,Glyoxylate and dicarboxylate metabolism;;sco00910,,Nitrogen metabolism;;sco01100,,Metabolic pathways;;sco01120,,Microbial metabolism in diverse environments;;sco01230,,Biosynthesis of amino acids;;sco02020,,Two-component system
P15254	ecj00230,,Purine metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01130,,Biosynthesis of antibiotics;;eco00230,,Purine metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01130,,Biosynthesis of antibiotics
P15288	ecj00480,,Glutathione metabolism;;ecj01100,,Metabolic pathways;;eco00480,,Glutathione metabolism;;eco01100,,Metabolic pathways
P15401	N/A,,N/A
P15729	N/A,,N/A
P15874	N/A,,N/A
P16033	syn00195,,Photosynthesis;;syn01100,,Metabolic pathways
P16263	bsu00020,,Citrate cycle (TCA cycle);;bsu00310,,Lysine degradation;;bsu00380,,Tryptophan metabolism;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01120,,Microbial metabolism in diverse environments;;bsu01130,,Biosynthesis of antibiotics;;bsu01200,,Carbon metabolism
P16449	N/A,,N/A
P16575	bpe02020,,Two-component system;;bpe05133,,Pertussis
P16659	ecj00970,,Aminoacyl-tRNA biosynthesis;;eco00970,,Aminoacyl-tRNA biosynthesis
P16676	ecj00920,,Sulfur metabolism;;ecj02010,,ABC transporters;;eco00920,,Sulfur metabolism;;eco02010,,ABC transporters
P16701	ecj00920,,Sulfur metabolism;;ecj02010,,ABC transporters;;eco00920,,Sulfur metabolism;;eco02010,,ABC transporters
P16971	bsu03440,,Homologous recombination
P17062	N/A,,N/A
P17117	ecj00633,,Nitrotoluene degradation;;ecj01120,,Microbial metabolism in diverse environments;;eco00633,,Nitrotoluene degradation;;eco01120,,Microbial metabolism in diverse environments
P17127	stm00051,,Fructose and mannose metabolism;;stm01100,,Metabolic pathways;;stm01120,,Microbial metabolism in diverse environments;;stm02060,,Phosphotransferase system (PTS)
P17196	N/A,,N/A
P17315	N/A,,N/A
P17443	ecj00550,,Peptidoglycan biosynthesis;;ecj01100,,Metabolic pathways;;ecj01502,,Vancomycin resistance;;eco00550,,Peptidoglycan biosynthesis;;eco01100,,Metabolic pathways;;eco01502,,Vancomycin resistance
P17444	ecj00260,,Glycine, serine and threonine metabolism;;ecj01100,,Metabolic pathways;;eco00260,,Glycine, serine and threonine metabolism;;eco01100,,Metabolic pathways
P17622	N/A,,N/A
P17820	bsu03018,,RNA degradation
P17865	N/A,,N/A
P17876	sca00051,,Fructose and mannose metabolism;;sca02060,,Phosphotransferase system (PTS)
P17893	N/A,,N/A
P17903	N/A,,N/A
P17922	bsu00970,,Aminoacyl-tRNA biosynthesis
P18009	N/A,,N/A
P18014	N/A,,N/A
P18158	bsu00564,,Glycerophospholipid metabolism;;bsu01110,,Biosynthesis of secondary metabolites
P18159	bsu00010,,Glycolysis / Gluconeogenesis;;bsu00030,,Pentose phosphate pathway;;bsu00052,,Galactose metabolism;;bsu00230,,Purine metabolism;;bsu00500,,Starch and sucrose metabolism;;bsu00520,,Amino sugar and nucleotide sugar metabolism;;bsu00521,,Streptomycin biosynthesis;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01120,,Microbial metabolism in diverse environments;;bsu01130,,Biosynthesis of antibiotics
P18185	bsu00240,,Pyrimidine metabolism;;bsu00250,,Alanine, aspartate and glutamate metabolism;;bsu01100,,Metabolic pathways
P19050	syn00190,,Oxidative phosphorylation;;syn01100,,Metabolic pathways
P19125	syn00190,,Oxidative phosphorylation;;syn01100,,Metabolic pathways
P19372	sme01130,,Biosynthesis of antibiotics
P19405	bsu00730,,Thiamine metabolism;;bsu00790,,Folate biosynthesis;;bsu01100,,Metabolic pathways;;bsu02020,,Two-component system
P19406	bsu00730,,Thiamine metabolism;;bsu00790,,Folate biosynthesis;;bsu01100,,Metabolic pathways;;bsu02020,,Two-component system
P19466	N/A,,N/A
P19569	syn00195,,Photosynthesis;;syn01100,,Metabolic pathways
P19582	bsu00260,,Glycine, serine and threonine metabolism;;bsu00270,,Cysteine and methionine metabolism;;bsu00300,,Lysine biosynthesis;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01120,,Microbial metabolism in diverse environments;;bsu01130,,Biosynthesis of antibiotics;;bsu01230,,Biosynthesis of amino acids
P19669	bsu00030,,Pentose phosphate pathway;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01120,,Microbial metabolism in diverse environments;;bsu01130,,Biosynthesis of antibiotics;;bsu01200,,Carbon metabolism;;bsu01230,,Biosynthesis of amino acids
P19931	N/A,,N/A
P19934	N/A,,N/A
P19947	bsu03010,,Ribosome
P19993	mle03018,,RNA degradation;;mle05152,,Tuberculosis
P20099	ecj00780,,Biotin metabolism;;ecj01100,,Metabolic pathways;;eco00780,,Biotin metabolism;;eco01100,,Metabolic pathways
P20166	bsu00010,,Glycolysis / Gluconeogenesis;;bsu00520,,Amino sugar and nucleotide sugar metabolism;;bsu02060,,Phosphotransferase system (PTS)
P20277	bsu03010,,Ribosome
P20282	bsu03010,,Ribosome
P20458	N/A,,N/A
P20668	N/A,,N/A
P20804	syn01130,,Biosynthesis of antibiotics
P20964	N/A,,N/A
P20966	ecj00051,,Fructose and mannose metabolism;;ecj01100,,Metabolic pathways;;ecj01120,,Microbial metabolism in diverse environments;;ecj02060,,Phosphotransferase system (PTS);;eco00051,,Fructose and mannose metabolism;;eco01100,,Metabolic pathways;;eco01120,,Microbial metabolism in diverse environments;;eco02060,,Phosphotransferase system (PTS)
P21165	N/A,,N/A
P21171	N/A,,N/A
P21177	ecj00071,,Fatty acid degradation;;ecj00280,,Valine, leucine and isoleucine degradation;;ecj00281,,Geraniol degradation;;ecj00310,,Lysine degradation;;ecj00362,,Benzoate degradation;;ecj00380,,Tryptophan metabolism;;ecj00410,,beta-Alanine metabolism;;ecj00640,,Propanoate metabolism;;ecj00650,,Butanoate metabolism;;ecj00903,,Limonene and pinene degradation;;ecj00930,,Caprolactam degradation;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01120,,Microbial metabolism in diverse environments;;ecj01130,,Biosynthesis of antibiotics;;ecj01200,,Carbon metabolism;;ecj01212,,Fatty acid metabolism;;eco00071,,Fatty acid degradation;;eco00280,,Valine, leucine and isoleucine degradation;;eco00281,,Geraniol degradation;;eco00310,,Lysine degradation;;eco00362,,Benzoate degradation;;eco00380,,Tryptophan metabolism;;eco00410,,beta-Alanine metabolism;;eco00640,,Propanoate metabolism;;eco00650,,Butanoate metabolism;;eco00903,,Limonene and pinene degradation;;eco00930,,Caprolactam degradation;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01120,,Microbial metabolism in diverse environments;;eco01130,,Biosynthesis of antibiotics;;eco01200,,Carbon metabolism;;eco01212,,Fatty acid metabolism
P21189	N/A,,N/A
P21204	bsu00400,,Phenylalanine, tyrosine and tryptophan biosynthesis;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01130,,Biosynthesis of antibiotics;;bsu01230,,Biosynthesis of amino acids
P21464	bsu03010,,Ribosome
P21465	bsu03010,,Ribosome
P21467	bsu03010,,Ribosome
P21468	bsu03010,,Ribosome
P21469	bsu03010,,Ribosome
P21470	bsu03010,,Ribosome
P21471	bsu03010,,Ribosome
P21472	bsu03010,,Ribosome
P21473	bsu03010,,Ribosome
P21474	bsu03010,,Ribosome
P21476	bsu03010,,Ribosome
P21478	bsu03010,,Ribosome
P21513	ecj03018,,RNA degradation;;eco03018,,RNA degradation
P21599	ecj00010,,Glycolysis / Gluconeogenesis;;ecj00230,,Purine metabolism;;ecj00620,,Pyruvate metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01120,,Microbial metabolism in diverse environments;;ecj01130,,Biosynthesis of antibiotics;;ecj01200,,Carbon metabolism;;ecj01230,,Biosynthesis of amino acids;;eco00010,,Glycolysis / Gluconeogenesis;;eco00230,,Purine metabolism;;eco00620,,Pyruvate metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01120,,Microbial metabolism in diverse environments;;eco01130,,Biosynthesis of antibiotics;;eco01200,,Carbon metabolism;;eco01230,,Biosynthesis of amino acids
P21697	syn00195,,Photosynthesis
P21866	ecj02020,,Two-component system;;ecj02024,,Quorum sensing;;eco02020,,Two-component system;;eco02024,,Quorum sensing
P21873	N/A,,N/A
P21879	bsu00230,,Purine metabolism;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites
P21880	bsu00010,,Glycolysis / Gluconeogenesis;;bsu00020,,Citrate cycle (TCA cycle);;bsu00260,,Glycine, serine and threonine metabolism;;bsu00280,,Valine, leucine and isoleucine degradation;;bsu00310,,Lysine degradation;;bsu00380,,Tryptophan metabolism;;bsu00620,,Pyruvate metabolism;;bsu00630,,Glyoxylate and dicarboxylate metabolism;;bsu00640,,Propanoate metabolism;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01120,,Microbial metabolism in diverse environments;;bsu01130,,Biosynthesis of antibiotics;;bsu01200,,Carbon metabolism
P21882	bsu00010,,Glycolysis / Gluconeogenesis;;bsu00020,,Citrate cycle (TCA cycle);;bsu00620,,Pyruvate metabolism;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01120,,Microbial metabolism in diverse environments;;bsu01130,,Biosynthesis of antibiotics;;bsu01200,,Carbon metabolism
P21883	bsu00010,,Glycolysis / Gluconeogenesis;;bsu00020,,Citrate cycle (TCA cycle);;bsu00620,,Pyruvate metabolism;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01120,,Microbial metabolism in diverse environments;;bsu01130,,Biosynthesis of antibiotics;;bsu01200,,Carbon metabolism
P21885	bsu00330,,Arginine and proline metabolism;;bsu01100,,Metabolic pathways
P21888	ecj00970,,Aminoacyl-tRNA biosynthesis;;eco00970,,Aminoacyl-tRNA biosynthesis
P21889	ecj00970,,Aminoacyl-tRNA biosynthesis;;eco00970,,Aminoacyl-tRNA biosynthesis
P22034	syn03018,,RNA degradation
P22106	ecj00250,,Alanine, aspartate and glutamate metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01230,,Biosynthesis of amino acids;;eco00250,,Alanine, aspartate and glutamate metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01230,,Biosynthesis of amino acids
P22255	ecj00920,,Sulfur metabolism;;ecj01100,,Metabolic pathways;;ecj01120,,Microbial metabolism in diverse environments;;ecj01130,,Biosynthesis of antibiotics;;eco00920,,Sulfur metabolism;;eco01100,,Metabolic pathways;;eco01120,,Microbial metabolism in diverse environments;;eco01130,,Biosynthesis of antibiotics
P22259	ecj00010,,Glycolysis / Gluconeogenesis;;ecj00020,,Citrate cycle (TCA cycle);;ecj00620,,Pyruvate metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01120,,Microbial metabolism in diverse environments;;ecj01130,,Biosynthesis of antibiotics;;ecj01200,,Carbon metabolism;;eco00010,,Glycolysis / Gluconeogenesis;;eco00020,,Citrate cycle (TCA cycle);;eco00620,,Pyruvate metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01120,,Microbial metabolism in diverse environments;;eco01130,,Biosynthesis of antibiotics;;eco01200,,Carbon metabolism
P22326	bsu00970,,Aminoacyl-tRNA biosynthesis
P22447	N/A,,N/A
P22795	N/A,,N/A
P23112	N/A,,N/A
P23129	bsu00020,,Citrate cycle (TCA cycle);;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites;;bsu01120,,Microbial metabolism in diverse environments;;bsu01130,,Biosynthesis of antibiotics;;bsu01200,,Carbon metabolism
P23349	syn03010,,Ribosome
P23353	syn00400,,Phenylalanine, tyrosine and tryptophan biosynthesis;;syn01100,,Metabolic pathways;;syn01110,,Biosynthesis of secondary metabolites;;syn01130,,Biosynthesis of antibiotics;;syn01230,,Biosynthesis of amino acids
P23388	N/A,,N/A
P23479	N/A,,N/A
P23522	ecj00053,,Ascorbate and aldarate metabolism;;eco00053,,Ascorbate and aldarate metabolism
P23530	efa02060,,Phosphotransferase system (PTS)
P23532	N/A,,N/A
P23534	N/A,,N/A
P23538	ecj00620,,Pyruvate metabolism;;ecj00680,,Methane metabolism;;ecj01100,,Metabolic pathways;;ecj01120,,Microbial metabolism in diverse environments;;ecj01200,,Carbon metabolism;;eco00620,,Pyruvate metabolism;;eco00680,,Methane metabolism;;eco01100,,Metabolic pathways;;eco01120,,Microbial metabolism in diverse environments;;eco01200,,Carbon metabolism
P23545	bsu02020,,Two-component system
P23568	N/A,,N/A
P23721	ecj00260,,Glycine, serine and threonine metabolism;;ecj00680,,Methane metabolism;;ecj00750,,Vitamin B6 metabolism;;ecj01100,,Metabolic pathways;;ecj01120,,Microbial metabolism in diverse environments;;ecj01130,,Biosynthesis of antibiotics;;ecj01200,,Carbon metabolism;;ecj01230,,Biosynthesis of amino acids;;eco00260,,Glycine, serine and threonine metabolism;;eco00680,,Methane metabolism;;eco00750,,Vitamin B6 metabolism;;eco01100,,Metabolic pathways;;eco01120,,Microbial metabolism in diverse environments;;eco01130,,Biosynthesis of antibiotics;;eco01200,,Carbon metabolism;;eco01230,,Biosynthesis of amino acids
P23747	pae02020,,Two-component system
P23789	N/A,,N/A
P23836	ecj01503,,Cationic antimicrobial peptide (CAMP) resistance;;ecj02020,,Two-component system;;eco01503,,Cationic antimicrobial peptide (CAMP) resistance;;eco02020,,Two-component system
P23843	ecj01501,,beta-Lactam resistance;;ecj02010,,ABC transporters;;ecj02024,,Quorum sensing;;eco01501,,beta-Lactam resistance;;eco02010,,ABC transporters;;eco02024,,Quorum sensing
P23874	N/A,,N/A
P23893	ecj00860,,Porphyrin and chlorophyll metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01120,,Microbial metabolism in diverse environments;;eco00860,,Porphyrin and chlorophyll metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01120,,Microbial metabolism in diverse environments
P23926	N/A,,N/A
P23966	bsu00130,,Ubiquinone and other terpenoid-quinone biosynthesis;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites
P23971	bsu00130,,Ubiquinone and other terpenoid-quinone biosynthesis;;bsu01100,,Metabolic pathways;;bsu01110,,Biosynthesis of secondary metabolites
P24073	bsu02030,,Bacterial chemotaxis;;bsu02040,,Flagellar assembly
P24141	bsu01501,,beta-Lactam resistance;;bsu02010,,ABC transporters;;bsu02024,,Quorum sensing
P24182	ecj00061,,Fatty acid biosynthesis;;ecj00620,,Pyruvate metabolism;;ecj00640,,Propanoate metabolism;;ecj01100,,Metabolic pathways;;ecj01110,,Biosynthesis of secondary metabolites;;ecj01120,,Microbial metabolism in diverse environments;;ecj01130,,Biosynthesis of antibiotics;;ecj01200,,Carbon metabolism;;ecj01212,,Fatty acid metabolism;;eco00061,,Fatty acid biosynthesis;;eco00620,,Pyruvate metabolism;;eco00640,,Propanoate metabolism;;eco01100,,Metabolic pathways;;eco01110,,Biosynthesis of secondary metabolites;;eco01120,,Microbial metabolism in diverse environments;;eco01130,,Biosynthesis of antibiotics;;eco01200,,Carbon metabolism;;eco01212,,Fatty acid metabolism
P24188	N/A,,N/A
P24205	ecj00540,,Lipopolysaccharide biosynthesis;;ecj01100,,Metabolic pathways;;eco00540,,Lipopolysaccharide biosynthesis;;eco01100,,Metabolic pathways
